,episode,penalty,alpha,gamma,epsilon
2851,2851,0,0.7,0.6,0.010000000000163559
2852,2852,0,0.7,0.6,0.010000000000161931
2853,2853,1,0.7,0.6,0.01000000000016032
2854,2854,0,0.7,0.6,0.010000000000158724
2855,2855,0,0.7,0.6,0.010000000000157145
2856,2856,0,0.7,0.6,0.01000000000015558
2857,2857,1,0.7,0.6,0.010000000000154033
2858,2858,0,0.7,0.6,0.010000000000152501
2859,2859,0,0.7,0.6,0.010000000000150984
2860,2860,0,0.7,0.6,0.010000000000149481
2861,2861,0,0.7,0.6,0.010000000000147993
2862,2862,0,0.7,0.6,0.010000000000146522
2863,2863,0,0.7,0.6,0.010000000000145063
2864,2864,0,0.7,0.6,0.01000000000014362
2865,2865,1,0.7,0.6,0.01000000000014219
2866,2866,0,0.7,0.6,0.010000000000140776
2867,2867,0,0.7,0.6,0.010000000000139375
2868,2868,0,0.7,0.6,0.010000000000137989
2869,2869,0,0.7,0.6,0.010000000000136615
2870,2870,1,0.7,0.6,0.010000000000135257
2871,2871,0,0.7,0.6,0.01000000000013391
2872,2872,0,0.7,0.6,0.010000000000132578
2873,2873,0,0.7,0.6,0.010000000000131258
2874,2874,0,0.7,0.6,0.010000000000129952
2875,2875,0,0.7,0.6,0.01000000000012866
2876,2876,0,0.7,0.6,0.01000000000012738
2877,2877,0,0.7,0.6,0.010000000000126111
2878,2878,0,0.7,0.6,0.010000000000124857
2879,2879,0,0.7,0.6,0.010000000000123615
2880,2880,1,0.7,0.6,0.010000000000122385
2881,2881,0,0.7,0.6,0.010000000000121167
2882,2882,0,0.7,0.6,0.010000000000119962
2883,2883,0,0.7,0.6,0.010000000000118768
2884,2884,0,0.7,0.6,0.010000000000117587
2885,2885,0,0.7,0.6,0.010000000000116416
2886,2886,0,0.7,0.6,0.010000000000115257
2887,2887,0,0.7,0.6,0.01000000000011411
2888,2888,0,0.7,0.6,0.010000000000112976
2889,2889,0,0.7,0.6,0.010000000000111852
2890,2890,0,0.7,0.6,0.010000000000110738
2891,2891,0,0.7,0.6,0.010000000000109636
2892,2892,0,0.7,0.6,0.010000000000108545
2893,2893,1,0.7,0.6,0.010000000000107466
2894,2894,0,0.7,0.6,0.010000000000106396
2895,2895,0,0.7,0.6,0.010000000000105338
2896,2896,0,0.7,0.6,0.01000000000010429
2897,2897,0,0.7,0.6,0.010000000000103251
2898,2898,0,0.7,0.6,0.010000000000102224
2899,2899,1,0.7,0.6,0.010000000000101207
2900,2900,0,0.7,0.6,0.0100000000001002
2901,2901,1,0.7,0.6,0.010000000000099204
2902,2902,0,0.7,0.6,0.010000000000098217
2903,2903,0,0.7,0.6,0.010000000000097238
2904,2904,0,0.7,0.6,0.01000000000009627
2905,2905,0,0.7,0.6,0.010000000000095313
2906,2906,0,0.7,0.6,0.010000000000094366
2907,2907,0,0.7,0.6,0.010000000000093425
2908,2908,0,0.7,0.6,0.010000000000092496
2909,2909,0,0.7,0.6,0.010000000000091576
2910,2910,1,0.7,0.6,0.010000000000090666
2911,2911,0,0.7,0.6,0.010000000000089763
2912,2912,0,0.7,0.6,0.01000000000008887
2913,2913,0,0.7,0.6,0.010000000000087985
2914,2914,0,0.7,0.6,0.01000000000008711
2915,2915,0,0.7,0.6,0.010000000000086244
2916,2916,0,0.7,0.6,0.010000000000085385
2917,2917,0,0.7,0.6,0.010000000000084535
2918,2918,0,0.7,0.6,0.010000000000083694
2919,2919,0,0.7,0.6,0.010000000000082861
2920,2920,0,0.7,0.6,0.010000000000082037
2921,2921,0,0.7,0.6,0.01000000000008122
2922,2922,1,0.7,0.6,0.010000000000080413
2923,2923,1,0.7,0.6,0.010000000000079612
2924,2924,0,0.7,0.6,0.01000000000007882
2925,2925,0,0.7,0.6,0.010000000000078037
2926,2926,0,0.7,0.6,0.01000000000007726
2927,2927,0,0.7,0.6,0.010000000000076491
2928,2928,0,0.7,0.6,0.01000000000007573
2929,2929,0,0.7,0.6,0.010000000000074977
2930,2930,0,0.7,0.6,0.01000000000007423
2931,2931,0,0.7,0.6,0.010000000000073492
2932,2932,0,0.7,0.6,0.01000000000007276
2933,2933,0,0.7,0.6,0.010000000000072036
2934,2934,0,0.7,0.6,0.01000000000007132
2935,2935,2,0.7,0.6,0.01000000000007061
2936,2936,0,0.7,0.6,0.010000000000069908
2937,2937,0,0.7,0.6,0.010000000000069212
2938,2938,0,0.7,0.6,0.010000000000068524
2939,2939,0,0.7,0.6,0.010000000000067842
2940,2940,0,0.7,0.6,0.010000000000067167
2941,2941,0,0.7,0.6,0.010000000000066497
2942,2942,0,0.7,0.6,0.010000000000065836
2943,2943,0,0.7,0.6,0.01000000000006518
2944,2944,0,0.7,0.6,0.010000000000064532
2945,2945,0,0.7,0.6,0.01000000000006389
2946,2946,0,0.7,0.6,0.010000000000063255
2947,2947,0,0.7,0.6,0.010000000000062625
2948,2948,0,0.7,0.6,0.010000000000062003
2949,2949,0,0.7,0.6,0.010000000000061385
2950,2950,0,0.7,0.6,0.010000000000060775
2951,2951,1,0.7,0.6,0.010000000000060169
2952,2952,0,0.7,0.6,0.01000000000005957
2953,2953,0,0.7,0.6,0.010000000000058979
2954,2954,0,0.7,0.6,0.010000000000058391
2955,2955,0,0.7,0.6,0.01000000000005781
2956,2956,0,0.7,0.6,0.010000000000057236
2957,2957,1,0.7,0.6,0.010000000000056667
2958,2958,0,0.7,0.6,0.010000000000056101
2959,2959,0,0.7,0.6,0.010000000000055544
2960,2960,0,0.7,0.6,0.010000000000054991
2961,2961,0,0.7,0.6,0.010000000000054445
2962,2962,1,0.7,0.6,0.010000000000053902
2963,2963,0,0.7,0.6,0.010000000000053366
2964,2964,0,0.7,0.6,0.010000000000052835
2965,2965,0,0.7,0.6,0.010000000000052309
2966,2966,0,0.7,0.6,0.010000000000051789
2967,2967,0,0.7,0.6,0.010000000000051273
2968,2968,0,0.7,0.6,0.010000000000050763
2969,2969,0,0.7,0.6,0.010000000000050259
2970,2970,0,0.7,0.6,0.010000000000049757
2971,2971,0,0.7,0.6,0.010000000000049263
2972,2972,1,0.7,0.6,0.010000000000048772
2973,2973,0,0.7,0.6,0.010000000000048288
2974,2974,1,0.7,0.6,0.010000000000047807
2975,2975,1,0.7,0.6,0.010000000000047332
2976,2976,0,0.7,0.6,0.01000000000004686
2977,2977,0,0.7,0.6,0.010000000000046394
2978,2978,0,0.7,0.6,0.010000000000045932
2979,2979,0,0.7,0.6,0.010000000000045476
2980,2980,1,0.7,0.6,0.010000000000045023
2981,2981,0,0.7,0.6,0.010000000000044576
2982,2982,0,0.7,0.6,0.010000000000044132
2983,2983,0,0.7,0.6,0.010000000000043693
2984,2984,0,0.7,0.6,0.010000000000043257
2985,2985,0,0.7,0.6,0.010000000000042827
2986,2986,0,0.7,0.6,0.0100000000000424
2987,2987,0,0.7,0.6,0.010000000000041979
2988,2988,0,0.7,0.6,0.01000000000004156
2989,2989,0,0.7,0.6,0.010000000000041148
2990,2990,0,0.7,0.6,0.010000000000040738
2991,2991,0,0.7,0.6,0.010000000000040333
2992,2992,0,0.7,0.6,0.010000000000039932
2993,2993,0,0.7,0.6,0.010000000000039535
2994,2994,0,0.7,0.6,0.01000000000003914
2995,2995,2,0.7,0.6,0.010000000000038752
2996,2996,0,0.7,0.6,0.010000000000038365
2997,2997,1,0.7,0.6,0.010000000000037984
2998,2998,0,0.7,0.6,0.010000000000037606
2999,2999,0,0.7,0.6,0.010000000000037233
3000,3000,0,0.7,0.6,0.010000000000036861
3001,3001,0,0.7,0.6,0.010000000000036495
3002,3002,0,0.7,0.6,0.010000000000036131
3003,3003,1,0.7,0.6,0.010000000000035772
3004,3004,0,0.7,0.6,0.010000000000035416
3005,3005,0,0.7,0.6,0.010000000000035064
3006,3006,0,0.7,0.6,0.010000000000034715
3007,3007,0,0.7,0.6,0.01000000000003437
3008,3008,0,0.7,0.6,0.010000000000034027
3009,3009,0,0.7,0.6,0.010000000000033689
3010,3010,0,0.7,0.6,0.010000000000033354
3011,3011,0,0.7,0.6,0.010000000000033022
3012,3012,0,0.7,0.6,0.010000000000032693
3013,3013,0,0.7,0.6,0.010000000000032368
3014,3014,0,0.7,0.6,0.010000000000032046
3015,3015,0,0.7,0.6,0.010000000000031727
3016,3016,0,0.7,0.6,0.01000000000003141
3017,3017,0,0.7,0.6,0.010000000000031099
3018,3018,0,0.7,0.6,0.01000000000003079
3019,3019,0,0.7,0.6,0.010000000000030483
3020,3020,1,0.7,0.6,0.01000000000003018
3021,3021,0,0.7,0.6,0.010000000000029879
3022,3022,1,0.7,0.6,0.010000000000029582
3023,3023,0,0.7,0.6,0.010000000000029288
3024,3024,0,0.7,0.6,0.010000000000028996
3025,3025,0,0.7,0.6,0.010000000000028708
3026,3026,0,0.7,0.6,0.010000000000028422
3027,3027,0,0.7,0.6,0.01000000000002814
3028,3028,0,0.7,0.6,0.01000000000002786
3029,3029,0,0.7,0.6,0.010000000000027582
3030,3030,1,0.7,0.6,0.010000000000027308
3031,3031,0,0.7,0.6,0.010000000000027036
3032,3032,0,0.7,0.6,0.010000000000026767
3033,3033,0,0.7,0.6,0.010000000000026502
3034,3034,1,0.7,0.6,0.010000000000026238
3035,3035,0,0.7,0.6,0.010000000000025976
3036,3036,1,0.7,0.6,0.010000000000025717
3037,3037,0,0.7,0.6,0.010000000000025462
3038,3038,0,0.7,0.6,0.01000000000002521
3039,3039,0,0.7,0.6,0.010000000000024958
3040,3040,0,0.7,0.6,0.01000000000002471
3041,3041,0,0.7,0.6,0.010000000000024463
3042,3042,2,0.7,0.6,0.01000000000002422
3043,3043,0,0.7,0.6,0.01000000000002398
3044,3044,1,0.7,0.6,0.01000000000002374
3045,3045,0,0.7,0.6,0.010000000000023504
3046,3046,0,0.7,0.6,0.01000000000002327
3047,3047,0,0.7,0.6,0.010000000000023039
3048,3048,0,0.7,0.6,0.01000000000002281
3049,3049,0,0.7,0.6,0.010000000000022583
3050,3050,1,0.7,0.6,0.010000000000022357
3051,3051,0,0.7,0.6,0.010000000000022135
3052,3052,0,0.7,0.6,0.010000000000021915
3053,3053,1,0.7,0.6,0.010000000000021696
3054,3054,1,0.7,0.6,0.010000000000021481
3055,3055,0,0.7,0.6,0.010000000000021268
3056,3056,0,0.7,0.6,0.010000000000021056
3057,3057,0,0.7,0.6,0.010000000000020846
3058,3058,0,0.7,0.6,0.010000000000020638
3059,3059,2,0.7,0.6,0.010000000000020434
3060,3060,1,0.7,0.6,0.01000000000002023
3061,3061,0,0.7,0.6,0.01000000000002003
3062,3062,0,0.7,0.6,0.01000000000001983
3063,3063,0,0.7,0.6,0.010000000000019632
3064,3064,0,0.7,0.6,0.010000000000019438
3065,3065,0,0.7,0.6,0.010000000000019243
3066,3066,0,0.7,0.6,0.010000000000019053
3067,3067,0,0.7,0.6,0.010000000000018862
3068,3068,0,0.7,0.6,0.010000000000018675
3069,3069,0,0.7,0.6,0.010000000000018489
3070,3070,1,0.7,0.6,0.010000000000018305
3071,3071,1,0.7,0.6,0.010000000000018123
3072,3072,0,0.7,0.6,0.010000000000017942
3073,3073,0,0.7,0.6,0.010000000000017764
3074,3074,1,0.7,0.6,0.010000000000017587
3075,3075,0,0.7,0.6,0.010000000000017412
3076,3076,1,0.7,0.6,0.01000000000001724
3077,3077,0,0.7,0.6,0.010000000000017068
3078,3078,0,0.7,0.6,0.010000000000016898
3079,3079,0,0.7,0.6,0.01000000000001673
3080,3080,0,0.7,0.6,0.010000000000016563
3081,3081,0,0.7,0.6,0.010000000000016399
3082,3082,1,0.7,0.6,0.010000000000016235
3083,3083,0,0.7,0.6,0.010000000000016074
3084,3084,0,0.7,0.6,0.010000000000015915
3085,3085,0,0.7,0.6,0.010000000000015755
3086,3086,0,0.7,0.6,0.010000000000015599
3087,3087,0,0.7,0.6,0.010000000000015443
3088,3088,0,0.7,0.6,0.01000000000001529
3089,3089,0,0.7,0.6,0.010000000000015137
3090,3090,1,0.7,0.6,0.010000000000014986
3091,3091,1,0.7,0.6,0.010000000000014837
3092,3092,0,0.7,0.6,0.01000000000001469
3093,3093,0,0.7,0.6,0.010000000000014544
3094,3094,0,0.7,0.6,0.0100000000000144
3095,3095,0,0.7,0.6,0.010000000000014256
3096,3096,0,0.7,0.6,0.010000000000014114
3097,3097,0,0.7,0.6,0.010000000000013973
3098,3098,0,0.7,0.6,0.010000000000013835
3099,3099,0,0.7,0.6,0.010000000000013698
3100,3100,0,0.7,0.6,0.01000000000001356
3101,3101,1,0.7,0.6,0.010000000000013425
3102,3102,0,0.7,0.6,0.010000000000013292
3103,3103,0,0.7,0.6,0.01000000000001316
3104,3104,0,0.7,0.6,0.01000000000001303
3105,3105,0,0.7,0.6,0.0100000000000129
3106,3106,0,0.7,0.6,0.010000000000012771
3107,3107,2,0.7,0.6,0.010000000000012645
3108,3108,0,0.7,0.6,0.010000000000012518
3109,3109,1,0.7,0.6,0.010000000000012393
3110,3110,0,0.7,0.6,0.01000000000001227
3111,3111,0,0.7,0.6,0.010000000000012148
3112,3112,0,0.7,0.6,0.010000000000012027
3113,3113,0,0.7,0.6,0.010000000000011907
3114,3114,0,0.7,0.6,0.01000000000001179
3115,3115,0,0.7,0.6,0.010000000000011671
3116,3116,0,0.7,0.6,0.010000000000011555
3117,3117,1,0.7,0.6,0.01000000000001144
3118,3118,1,0.7,0.6,0.010000000000011326
3119,3119,0,0.7,0.6,0.010000000000011213
3120,3120,0,0.7,0.6,0.010000000000011102
3121,3121,0,0.7,0.6,0.010000000000010991
3122,3122,0,0.7,0.6,0.010000000000010882
3123,3123,0,0.7,0.6,0.010000000000010775
3124,3124,1,0.7,0.6,0.010000000000010667
3125,3125,0,0.7,0.6,0.010000000000010561
3126,3126,0,0.7,0.6,0.010000000000010455
3127,3127,0,0.7,0.6,0.010000000000010351
3128,3128,0,0.7,0.6,0.010000000000010249
3129,3129,0,0.7,0.6,0.010000000000010147
3130,3130,0,0.7,0.6,0.010000000000010046
3131,3131,0,0.7,0.6,0.010000000000009945
3132,3132,0,0.7,0.6,0.010000000000009846
3133,3133,0,0.7,0.6,0.01000000000000975
3134,3134,0,0.7,0.6,0.010000000000009652
3135,3135,0,0.7,0.6,0.010000000000009557
3136,3136,1,0.7,0.6,0.010000000000009461
3137,3137,1,0.7,0.6,0.010000000000009368
3138,3138,0,0.7,0.6,0.010000000000009274
3139,3139,0,0.7,0.6,0.010000000000009182
3140,3140,0,0.7,0.6,0.01000000000000909
3141,3141,0,0.7,0.6,0.010000000000009
3142,3142,0,0.7,0.6,0.01000000000000891
3143,3143,0,0.7,0.6,0.010000000000008821
3144,3144,1,0.7,0.6,0.010000000000008735
3145,3145,0,0.7,0.6,0.010000000000008646
3146,3146,0,0.7,0.6,0.010000000000008561
3147,3147,0,0.7,0.6,0.010000000000008476
3148,3148,1,0.7,0.6,0.010000000000008391
3149,3149,0,0.7,0.6,0.010000000000008308
3150,3150,0,0.7,0.6,0.010000000000008225
3151,3151,0,0.7,0.6,0.010000000000008143
3152,3152,0,0.7,0.6,0.010000000000008061
3153,3153,0,0.7,0.6,0.010000000000007982
3154,3154,1,0.7,0.6,0.010000000000007902
3155,3155,0,0.7,0.6,0.010000000000007824
3156,3156,1,0.7,0.6,0.010000000000007746
3157,3157,0,0.7,0.6,0.01000000000000767
3158,3158,0,0.7,0.6,0.010000000000007593
3159,3159,0,0.7,0.6,0.010000000000007517
3160,3160,0,0.7,0.6,0.010000000000007442
3161,3161,0,0.7,0.6,0.010000000000007368
3162,3162,0,0.7,0.6,0.010000000000007295
3163,3163,0,0.7,0.6,0.010000000000007222
3164,3164,0,0.7,0.6,0.01000000000000715
3165,3165,1,0.7,0.6,0.01000000000000708
3166,3166,2,0.7,0.6,0.010000000000007008
3167,3167,0,0.7,0.6,0.010000000000006939
3168,3168,0,0.7,0.6,0.01000000000000687
3169,3169,1,0.7,0.6,0.010000000000006802
3170,3170,0,0.7,0.6,0.010000000000006734
3171,3171,1,0.7,0.6,0.010000000000006667
3172,3172,0,0.7,0.6,0.0100000000000066
3173,3173,0,0.7,0.6,0.010000000000006535
3174,3174,0,0.7,0.6,0.01000000000000647
3175,3175,1,0.7,0.6,0.010000000000006407
3176,3176,0,0.7,0.6,0.010000000000006342
3177,3177,0,0.7,0.6,0.010000000000006278
3178,3178,0,0.7,0.6,0.010000000000006216
3179,3179,0,0.7,0.6,0.010000000000006155
3180,3180,0,0.7,0.6,0.010000000000006093
3181,3181,0,0.7,0.6,0.010000000000006034
3182,3182,1,0.7,0.6,0.010000000000005973
3183,3183,0,0.7,0.6,0.010000000000005914
3184,3184,0,0.7,0.6,0.010000000000005855
3185,3185,0,0.7,0.6,0.010000000000005796
3186,3186,0,0.7,0.6,0.010000000000005739
3187,3187,0,0.7,0.6,0.010000000000005681
3188,3188,0,0.7,0.6,0.010000000000005624
3189,3189,0,0.7,0.6,0.010000000000005569
3190,3190,0,0.7,0.6,0.010000000000005513
3191,3191,0,0.7,0.6,0.01000000000000546
3192,3192,0,0.7,0.6,0.010000000000005404
3193,3193,1,0.7,0.6,0.01000000000000535
3194,3194,0,0.7,0.6,0.010000000000005298
3195,3195,0,0.7,0.6,0.010000000000005244
3196,3196,0,0.7,0.6,0.010000000000005192
3197,3197,0,0.7,0.6,0.01000000000000514
3198,3198,0,0.7,0.6,0.01000000000000509
3199,3199,0,0.7,0.6,0.01000000000000504
3200,3200,0,0.7,0.6,0.01000000000000499
3201,3201,0,0.7,0.6,0.010000000000004939
3202,3202,0,0.7,0.6,0.01000000000000489
3203,3203,0,0.7,0.6,0.010000000000004842
3204,3204,2,0.7,0.6,0.010000000000004793
3205,3205,0,0.7,0.6,0.010000000000004746
3206,3206,0,0.7,0.6,0.010000000000004698
3207,3207,0,0.7,0.6,0.010000000000004651
3208,3208,0,0.7,0.6,0.010000000000004606
3209,3209,0,0.7,0.6,0.010000000000004559
3210,3210,0,0.7,0.6,0.010000000000004514
3211,3211,0,0.7,0.6,0.010000000000004469
3212,3212,0,0.7,0.6,0.010000000000004425
3213,3213,0,0.7,0.6,0.01000000000000438
3214,3214,0,0.7,0.6,0.010000000000004337
3215,3215,1,0.7,0.6,0.010000000000004294
3216,3216,0,0.7,0.6,0.010000000000004252
3217,3217,0,0.7,0.6,0.010000000000004209
3218,3218,2,0.7,0.6,0.010000000000004167
3219,3219,0,0.7,0.6,0.010000000000004125
3220,3220,0,0.7,0.6,0.010000000000004084
3221,3221,0,0.7,0.6,0.010000000000004044
3222,3222,1,0.7,0.6,0.010000000000004004
3223,3223,0,0.7,0.6,0.010000000000003964
3224,3224,0,0.7,0.6,0.010000000000003924
3225,3225,0,0.7,0.6,0.010000000000003886
3226,3226,0,0.7,0.6,0.010000000000003846
3227,3227,0,0.7,0.6,0.010000000000003808
3228,3228,0,0.7,0.6,0.01000000000000377
3229,3229,0,0.7,0.6,0.010000000000003733
3230,3230,2,0.7,0.6,0.010000000000003695
3231,3231,1,0.7,0.6,0.010000000000003659
3232,3232,0,0.7,0.6,0.010000000000003622
3233,3233,0,0.7,0.6,0.010000000000003586
3234,3234,0,0.7,0.6,0.010000000000003551
3235,3235,1,0.7,0.6,0.010000000000003516
3236,3236,0,0.7,0.6,0.01000000000000348
3237,3237,0,0.7,0.6,0.010000000000003445
3238,3238,0,0.7,0.6,0.010000000000003412
3239,3239,1,0.7,0.6,0.010000000000003378
3240,3240,0,0.7,0.6,0.010000000000003345
3241,3241,0,0.7,0.6,0.010000000000003312
3242,3242,0,0.7,0.6,0.010000000000003279
3243,3243,0,0.7,0.6,0.010000000000003246
3244,3244,0,0.7,0.6,0.010000000000003213
3245,3245,0,0.7,0.6,0.010000000000003182
3246,3246,0,0.7,0.6,0.010000000000003149
3247,3247,0,0.7,0.6,0.010000000000003118
3248,3248,0,0.7,0.6,0.010000000000003086
3249,3249,1,0.7,0.6,0.010000000000003057
3250,3250,0,0.7,0.6,0.010000000000003026
3251,3251,0,0.7,0.6,0.010000000000002996
3252,3252,0,0.7,0.6,0.010000000000002967
3253,3253,1,0.7,0.6,0.010000000000002937
3254,3254,0,0.7,0.6,0.010000000000002908
3255,3255,0,0.7,0.6,0.010000000000002878
3256,3256,0,0.7,0.6,0.01000000000000285
3257,3257,0,0.7,0.6,0.010000000000002821
3258,3258,0,0.7,0.6,0.010000000000002793
3259,3259,0,0.7,0.6,0.010000000000002765
3260,3260,1,0.7,0.6,0.010000000000002738
3261,3261,0,0.7,0.6,0.010000000000002712
3262,3262,0,0.7,0.6,0.010000000000002684
3263,3263,1,0.7,0.6,0.010000000000002658
3264,3264,0,0.7,0.6,0.01000000000000263
3265,3265,1,0.7,0.6,0.010000000000002604
3266,3266,0,0.7,0.6,0.010000000000002578
3267,3267,0,0.7,0.6,0.010000000000002554
3268,3268,1,0.7,0.6,0.010000000000002528
3269,3269,0,0.7,0.6,0.010000000000002502
3270,3270,0,0.7,0.6,0.010000000000002477
3271,3271,0,0.7,0.6,0.010000000000002453
3272,3272,0,0.7,0.6,0.010000000000002429
3273,3273,0,0.7,0.6,0.010000000000002405
3274,3274,1,0.7,0.6,0.01000000000000238
3275,3275,0,0.7,0.6,0.010000000000002356
3276,3276,0,0.7,0.6,0.010000000000002333
3277,3277,0,0.7,0.6,0.01000000000000231
3278,3278,0,0.7,0.6,0.010000000000002287
3279,3279,0,0.7,0.6,0.010000000000002264
3280,3280,0,0.7,0.6,0.010000000000002241
3281,3281,0,0.7,0.6,0.010000000000002219
3282,3282,2,0.7,0.6,0.010000000000002198
3283,3283,0,0.7,0.6,0.010000000000002176
3284,3284,0,0.7,0.6,0.010000000000002153
3285,3285,0,0.7,0.6,0.010000000000002132
3286,3286,0,0.7,0.6,0.010000000000002111
3287,3287,0,0.7,0.6,0.01000000000000209
3288,3288,1,0.7,0.6,0.01000000000000207
3289,3289,0,0.7,0.6,0.010000000000002049
3290,3290,0,0.7,0.6,0.010000000000002028
3291,3291,0,0.7,0.6,0.010000000000002009
3292,3292,0,0.7,0.6,0.010000000000001988
3293,3293,0,0.7,0.6,0.010000000000001969
3294,3294,0,0.7,0.6,0.010000000000001948
3295,3295,0,0.7,0.6,0.01000000000000193
3296,3296,0,0.7,0.6,0.01000000000000191
3297,3297,0,0.7,0.6,0.010000000000001891
3298,3298,0,0.7,0.6,0.010000000000001872
3299,3299,0,0.7,0.6,0.010000000000001855
3300,3300,0,0.7,0.6,0.010000000000001836
3301,3301,0,0.7,0.6,0.010000000000001816
3302,3302,0,0.7,0.6,0.010000000000001799
3303,3303,1,0.7,0.6,0.010000000000001782
3304,3304,0,0.7,0.6,0.010000000000001763
3305,3305,0,0.7,0.6,0.010000000000001745
3306,3306,0,0.7,0.6,0.010000000000001728
3307,3307,0,0.7,0.6,0.01000000000000171
3308,3308,0,0.7,0.6,0.010000000000001695
3309,3309,0,0.7,0.6,0.010000000000001678
3310,3310,0,0.7,0.6,0.01000000000000166
3311,3311,1,0.7,0.6,0.010000000000001645
3312,3312,0,0.7,0.6,0.010000000000001627
3313,3313,1,0.7,0.6,0.010000000000001612
3314,3314,0,0.7,0.6,0.010000000000001596
3315,3315,1,0.7,0.6,0.01000000000000158
3316,3316,0,0.7,0.6,0.010000000000001565
3317,3317,0,0.7,0.6,0.01000000000000155
3318,3318,1,0.7,0.6,0.010000000000001534
3319,3319,0,0.7,0.6,0.010000000000001518
3320,3320,0,0.7,0.6,0.010000000000001502
3321,3321,0,0.7,0.6,0.010000000000001489
3322,3322,0,0.7,0.6,0.010000000000001473
3323,3323,0,0.7,0.6,0.010000000000001459
3324,3324,0,0.7,0.6,0.010000000000001443
3325,3325,0,0.7,0.6,0.01000000000000143
3326,3326,0,0.7,0.6,0.010000000000001416
3327,3327,0,0.7,0.6,0.010000000000001402
3328,3328,0,0.7,0.6,0.010000000000001388
3329,3329,0,0.7,0.6,0.010000000000001374
3330,3330,1,0.7,0.6,0.01000000000000136
3331,3331,0,0.7,0.6,0.010000000000001346
3332,3332,0,0.7,0.6,0.010000000000001332
3333,3333,0,0.7,0.6,0.01000000000000132
3334,3334,0,0.7,0.6,0.010000000000001306
3335,3335,1,0.7,0.6,0.010000000000001294
3336,3336,0,0.7,0.6,0.01000000000000128
3337,3337,0,0.7,0.6,0.010000000000001268
3338,3338,0,0.7,0.6,0.010000000000001254
3339,3339,0,0.7,0.6,0.010000000000001242
3340,3340,0,0.7,0.6,0.01000000000000123
3341,3341,1,0.7,0.6,0.010000000000001218
3342,3342,0,0.7,0.6,0.010000000000001206
3343,3343,0,0.7,0.6,0.010000000000001194
3344,3344,0,0.7,0.6,0.010000000000001182
3345,3345,1,0.7,0.6,0.010000000000001171
3346,3346,0,0.7,0.6,0.010000000000001159
3347,3347,0,0.7,0.6,0.010000000000001147
3348,3348,0,0.7,0.6,0.010000000000001136
3349,3349,0,0.7,0.6,0.010000000000001124
3350,3350,0,0.7,0.6,0.010000000000001114
3351,3351,0,0.7,0.6,0.010000000000001102
3352,3352,0,0.7,0.6,0.010000000000001091
3353,3353,0,0.7,0.6,0.010000000000001081
3354,3354,0,0.7,0.6,0.01000000000000107
3355,3355,0,0.7,0.6,0.010000000000001058
3356,3356,1,0.7,0.6,0.010000000000001048
3357,3357,0,0.7,0.6,0.010000000000001038
3358,3358,1,0.7,0.6,0.010000000000001027
3359,3359,0,0.7,0.6,0.010000000000001017
3360,3360,0,0.7,0.6,0.010000000000001008
3361,3361,0,0.7,0.6,0.010000000000000998
3362,3362,1,0.7,0.6,0.010000000000000987
3363,3363,0,0.7,0.6,0.010000000000000977
3364,3364,0,0.7,0.6,0.010000000000000968
3365,3365,0,0.7,0.6,0.010000000000000958
3366,3366,0,0.7,0.6,0.010000000000000949
3367,3367,0,0.7,0.6,0.010000000000000939
3368,3368,0,0.7,0.6,0.01000000000000093
3369,3369,0,0.7,0.6,0.010000000000000921
3370,3370,0,0.7,0.6,0.010000000000000911
3371,3371,0,0.7,0.6,0.010000000000000902
3372,3372,1,0.7,0.6,0.010000000000000894
3373,3373,0,0.7,0.6,0.010000000000000885
3374,3374,1,0.7,0.6,0.010000000000000876
3375,3375,0,0.7,0.6,0.010000000000000868
3376,3376,1,0.7,0.6,0.010000000000000859
3377,3377,0,0.7,0.6,0.01000000000000085
3378,3378,0,0.7,0.6,0.010000000000000842
3379,3379,0,0.7,0.6,0.010000000000000833
3380,3380,1,0.7,0.6,0.010000000000000824
3381,3381,0,0.7,0.6,0.010000000000000817
3382,3382,0,0.7,0.6,0.010000000000000809
3383,3383,0,0.7,0.6,0.0100000000000008
3384,3384,0,0.7,0.6,0.010000000000000793
3385,3385,1,0.7,0.6,0.010000000000000784
3386,3386,1,0.7,0.6,0.010000000000000777
3387,3387,0,0.7,0.6,0.010000000000000769
3388,3388,0,0.7,0.6,0.010000000000000762
3389,3389,1,0.7,0.6,0.010000000000000753
3390,3390,0,0.7,0.6,0.010000000000000746
3391,3391,0,0.7,0.6,0.01000000000000074
3392,3392,0,0.7,0.6,0.010000000000000732
3393,3393,0,0.7,0.6,0.010000000000000724
3394,3394,1,0.7,0.6,0.010000000000000717
3395,3395,0,0.7,0.6,0.01000000000000071
3396,3396,1,0.7,0.6,0.010000000000000703
3397,3397,1,0.7,0.6,0.010000000000000696
3398,3398,0,0.7,0.6,0.010000000000000689
3399,3399,0,0.7,0.6,0.010000000000000682
3400,3400,0,0.7,0.6,0.010000000000000675
3401,3401,0,0.7,0.6,0.010000000000000668
3402,3402,0,0.7,0.6,0.010000000000000661
3403,3403,0,0.7,0.6,0.010000000000000656
3404,3404,0,0.7,0.6,0.010000000000000649
3405,3405,0,0.7,0.6,0.010000000000000642
3406,3406,0,0.7,0.6,0.010000000000000637
3407,3407,0,0.7,0.6,0.01000000000000063
3408,3408,0,0.7,0.6,0.010000000000000623
3409,3409,0,0.7,0.6,0.010000000000000618
