,episode,iteration,reward,gamma
0,25.0,1.0,-1.0,0.4
1,25.0,2.0,-1.4,0.4
2,25.0,3.0,-1.56,0.4
3,25.0,4.0,-1.624,0.4
4,25.0,5.0,-1.6496000000000002,0.4
5,25.0,6.0,-1.6598400000000002,0.4
6,25.0,7.0,-1.6639360000000003,0.4
7,25.0,8.0,-1.6655744000000003,0.4
8,25.0,9.0,-1.6662297600000004,0.4
9,25.0,10.0,-1.6664919040000004,0.4
10,25.0,11.0,-1.6665967616000004,0.4
11,25.0,12.0,-1.6666387046400004,0.4
12,25.0,13.0,-1.6666554818560004,0.4
13,25.0,14.0,-1.6666621927424004,0.4
14,25.0,15.0,-1.6666648770969603,0.4
15,25.0,16.0,-1.6666659508387842,0.4
16,25.0,17.0,-1.6666663803355137,0.4
17,25.0,18.0,-1.6666665521342057,0.4
18,25.0,19.0,-1.6666666208536824,0.4
19,25.0,20.0,-1.6666666483414732,0.4
20,25.0,21.0,-1.6666666593365895,0.4
21,25.0,22.0,-1.6666666637346361,0.4
22,25.0,23.0,-1.6666666654938547,0.4
23,25.0,24.0,-1.6666666661975422,0.4
24,25.0,25.0,-1.6666666664790173,0.4
25,25.0,26.0,-1.6666666665916072,0.4
26,25.0,27.0,-1.6666666666366432,0.4
27,25.0,28.0,-1.6666666666546577,0.4
28,25.0,29.0,-1.6666666666618635,0.4
29,25.0,30.0,-1.6666666666647458,0.4
30,25.0,31.0,-1.6666666666658987,0.4
31,25.0,32.0,-1.6666666666663599,0.4
32,25.0,33.0,-1.6666666666665444,0.4
33,25.0,34.0,-1.6666666666666181,0.4
34,25.0,35.0,-1.6666666666666476,0.4
35,25.0,36.0,-1.6666666666666594,0.4
36,25.0,37.0,-1.666666666666664,0.4
37,25.0,38.0,-1.666666666666666,0.4
38,25.0,39.0,-1.6666666666666667,0.4
39,25.0,40.0,-1.666666666666667,0.4
40,25.0,41.0,-1.6666666666666672,0.4
41,25.0,42.0,-1.6666666666666672,0.4
42,25.0,43.0,-1.6666666666666672,0.4
