,episode,iteration,reward,gamma
0,9.0,1.0,-1.0,0.4
1,9.0,2.0,-1.4,0.4
2,9.0,3.0,-1.56,0.4
3,9.0,4.0,-1.624,0.4
4,9.0,5.0,-1.6496000000000002,0.4
5,9.0,6.0,-1.6598400000000002,0.4
6,9.0,7.0,-1.6639360000000003,0.4
7,9.0,8.0,-1.6655744000000003,0.4
8,9.0,9.0,-1.6662297600000004,0.4
9,9.0,10.0,-1.6664919040000004,0.4
10,9.0,11.0,-1.6665967616000004,0.4
11,9.0,12.0,-1.6666387046400004,0.4
12,9.0,13.0,-1.6666554818560004,0.4
13,9.0,14.0,-1.6666621927424004,0.4
14,9.0,15.0,-1.6666648770969603,0.4
15,9.0,16.0,-1.6666659508387842,0.4
16,9.0,17.0,-1.6666663803355137,0.4
17,9.0,18.0,-1.6666665521342057,0.4
18,9.0,19.0,-1.6666666208536824,0.4
19,9.0,20.0,-1.6666666483414732,0.4
20,9.0,21.0,-1.6666666593365895,0.4
21,9.0,22.0,-1.6666666637346361,0.4
22,9.0,23.0,-1.6666666654938547,0.4
23,9.0,24.0,-1.6666666661975422,0.4
24,9.0,25.0,-1.6666666664790173,0.4
25,9.0,26.0,-1.6666666665916072,0.4
26,9.0,27.0,-1.6666666666366432,0.4
27,9.0,28.0,-1.6666666666546577,0.4
28,9.0,29.0,-1.6666666666618635,0.4
29,9.0,30.0,-1.6666666666647458,0.4
30,9.0,31.0,-1.6666666666658987,0.4
31,9.0,32.0,-1.6666666666663599,0.4
32,9.0,33.0,-1.6666666666665444,0.4
33,9.0,34.0,-1.6666666666666181,0.4
34,9.0,35.0,-1.6666666666666476,0.4
35,9.0,36.0,-1.6666666666666594,0.4
36,9.0,37.0,-1.666666666666664,0.4
37,9.0,38.0,-1.666666666666666,0.4
38,9.0,39.0,-1.6666666666666667,0.4
39,9.0,40.0,-1.666666666666667,0.4
40,9.0,41.0,-1.6666666666666672,0.4
41,9.0,42.0,-1.6666666666666672,0.4
42,9.0,43.0,-1.6666666666666672,0.4
43,9.0,44.0,-1.6666666666666672,0.4
44,9.0,45.0,-1.6666666666666672,0.4
45,9.0,46.0,-1.6666666666666672,0.4
46,9.0,47.0,-1.6666666666666672,0.4
47,9.0,48.0,-1.6666666666666672,0.4
48,9.0,49.0,-1.6666666666666672,0.4
49,9.0,50.0,-1.6666666666666672,0.4
50,9.0,51.0,-1.6666666666666672,0.4
51,9.0,52.0,-1.6666666666666672,0.4
52,9.0,53.0,-1.6666666666666672,0.4
53,9.0,54.0,-1.6666666666666672,0.4
54,9.0,55.0,-1.6666666666666672,0.4
55,9.0,56.0,-1.6666666666666672,0.4
56,9.0,57.0,-1.6666666666666672,0.4
57,9.0,58.0,-1.6666666666666672,0.4
58,9.0,59.0,-1.6666666666666672,0.4
59,9.0,60.0,-1.6666666666666672,0.4
60,9.0,61.0,-1.6666666666666672,0.4
61,9.0,62.0,-1.6666666666666672,0.4
62,9.0,63.0,-1.6666666666666672,0.4
63,9.0,64.0,-1.6666666666666672,0.4
64,9.0,65.0,-1.6666666666666672,0.4
65,9.0,66.0,-1.6666666666666672,0.4
66,9.0,67.0,-1.6666666666666672,0.4
67,9.0,68.0,-1.6666666666666672,0.4
68,9.0,69.0,-1.6666666666666672,0.4
69,9.0,70.0,-1.6666666666666672,0.4
70,9.0,71.0,-1.6666666666666672,0.4
71,9.0,72.0,-1.6666666666666672,0.4
72,9.0,73.0,-1.6666666666666672,0.4
73,9.0,74.0,-1.6666666666666672,0.4
74,9.0,75.0,-1.6666666666666672,0.4
75,9.0,76.0,-1.6666666666666672,0.4
76,9.0,77.0,-1.6666666666666672,0.4
77,9.0,78.0,-1.6666666666666672,0.4
78,9.0,79.0,-1.6666666666666672,0.4
79,9.0,80.0,-1.6666666666666672,0.4
80,9.0,81.0,-1.6666666666666672,0.4
81,9.0,82.0,-1.6666666666666672,0.4
82,9.0,83.0,-1.6666666666666672,0.4
83,9.0,84.0,-1.6666666666666672,0.4
84,9.0,85.0,-1.6666666666666672,0.4
85,9.0,86.0,-1.6666666666666672,0.4
86,9.0,87.0,-1.6666666666666672,0.4
87,9.0,88.0,-1.6666666666666672,0.4
88,9.0,89.0,-1.6666666666666672,0.4
89,9.0,90.0,-1.6666666666666672,0.4
90,9.0,91.0,-1.6666666666666672,0.4
91,9.0,92.0,-1.6666666666666672,0.4
92,9.0,93.0,-1.6666666666666672,0.4
93,9.0,94.0,-1.6666666666666672,0.4
94,9.0,95.0,-1.6666666666666672,0.4
95,9.0,96.0,-1.6666666666666672,0.4
96,9.0,97.0,-1.6666666666666672,0.4
97,9.0,98.0,-1.6666666666666672,0.4
98,9.0,99.0,-1.6666666666666672,0.4
99,9.0,100.0,-1.6666666666666672,0.4
100,9.0,101.0,-1.6666666666666672,0.4
101,9.0,102.0,-1.6666666666666672,0.4
102,9.0,103.0,-1.6666666666666672,0.4
103,9.0,104.0,-1.6666666666666672,0.4
104,9.0,105.0,-1.6666666666666672,0.4
105,9.0,106.0,-1.6666666666666672,0.4
106,9.0,107.0,-1.6666666666666672,0.4
107,9.0,108.0,-1.6666666666666672,0.4
108,9.0,109.0,-1.6666666666666672,0.4
109,9.0,110.0,-1.6666666666666672,0.4
110,9.0,111.0,-1.6666666666666672,0.4
111,9.0,112.0,-1.6666666666666672,0.4
112,9.0,113.0,-1.6666666666666672,0.4
113,9.0,114.0,-1.6666666666666672,0.4
114,9.0,115.0,-1.6666666666666672,0.4
115,9.0,116.0,-1.6666666666666672,0.4
116,9.0,117.0,-1.6666666666666672,0.4
117,9.0,118.0,-1.6666666666666672,0.4
118,9.0,119.0,-1.6666666666666672,0.4
119,9.0,120.0,-1.6666666666666672,0.4
120,9.0,121.0,-1.6666666666666672,0.4
121,9.0,122.0,-1.6666666666666672,0.4
122,9.0,123.0,-1.6666666666666672,0.4
123,9.0,124.0,-1.6666666666666672,0.4
124,9.0,125.0,-1.6666666666666672,0.4
125,9.0,126.0,-1.6666666666666672,0.4
126,9.0,127.0,-1.6666666666666672,0.4
127,9.0,128.0,-1.6666666666666672,0.4
128,9.0,129.0,-1.6666666666666672,0.4
129,9.0,130.0,-1.6666666666666672,0.4
130,9.0,131.0,-1.6666666666666672,0.4
131,9.0,132.0,-1.6666666666666672,0.4
132,9.0,133.0,-1.6666666666666672,0.4
133,9.0,134.0,-1.6666666666666672,0.4
134,9.0,135.0,-1.6666666666666672,0.4
135,9.0,136.0,-1.6666666666666672,0.4
136,9.0,137.0,-1.6666666666666672,0.4
137,9.0,138.0,-1.6666666666666672,0.4
138,9.0,139.0,-1.6666666666666672,0.4
139,9.0,140.0,-1.6666666666666672,0.4
140,9.0,141.0,-1.6666666666666672,0.4
141,9.0,142.0,-1.6666666666666672,0.4
142,9.0,143.0,-1.6666666666666672,0.4
143,9.0,144.0,-1.6666666666666672,0.4
144,9.0,145.0,-1.6666666666666672,0.4
145,9.0,146.0,-1.6666666666666672,0.4
146,9.0,147.0,-1.6666666666666672,0.4
