,episode,iteration,reward,gamma
0,85.0,1.0,-1.0,0.4
1,85.0,2.0,-1.4,0.4
2,85.0,3.0,-1.56,0.4
3,85.0,4.0,-1.624,0.4
4,85.0,5.0,-1.6496000000000002,0.4
5,85.0,6.0,-1.6598400000000002,0.4
6,85.0,7.0,-1.6639360000000003,0.4
7,85.0,8.0,-1.6655744000000003,0.4
8,85.0,9.0,-1.6662297600000004,0.4
9,85.0,10.0,-1.6664919040000004,0.4
10,85.0,11.0,-1.6665967616000004,0.4
11,85.0,12.0,-1.6666387046400004,0.4
12,85.0,13.0,-1.6666554818560004,0.4
13,85.0,14.0,-1.6666621927424004,0.4
14,85.0,15.0,-1.6666648770969603,0.4
15,85.0,16.0,-1.6666659508387842,0.4
16,85.0,17.0,-1.6666663803355137,0.4
17,85.0,18.0,-1.6666665521342057,0.4
18,85.0,19.0,-1.6666666208536824,0.4
19,85.0,20.0,-1.6666666483414732,0.4
20,85.0,21.0,-1.6666666593365895,0.4
21,85.0,22.0,-1.6666666637346361,0.4
22,85.0,23.0,-1.6666666654938547,0.4
23,85.0,24.0,-1.6666666661975422,0.4
24,85.0,25.0,-1.6666666664790173,0.4
25,85.0,26.0,-1.6666666665916072,0.4
26,85.0,27.0,-1.6666666666366432,0.4
27,85.0,28.0,-1.6666666666546577,0.4
28,85.0,29.0,-1.6666666666618635,0.4
29,85.0,30.0,-1.6666666666647458,0.4
30,85.0,31.0,-1.6666666666658987,0.4
31,85.0,32.0,-1.6666666666663599,0.4
32,85.0,33.0,-1.6666666666665444,0.4
33,85.0,34.0,-1.6666666666666181,0.4
34,85.0,35.0,-1.6666666666666476,0.4
35,85.0,36.0,-1.6666666666666594,0.4
36,85.0,37.0,-1.666666666666664,0.4
37,85.0,38.0,-1.666666666666666,0.4
38,85.0,39.0,-1.6666666666666667,0.4
39,85.0,40.0,-1.666666666666667,0.4
40,85.0,41.0,-1.6666666666666672,0.4
41,85.0,42.0,-1.6666666666666672,0.4
42,85.0,43.0,-1.6666666666666672,0.4
43,85.0,44.0,-1.6666666666666672,0.4
44,85.0,45.0,-1.6666666666666672,0.4
45,85.0,46.0,-1.6666666666666672,0.4
46,85.0,47.0,-1.6666666666666672,0.4
47,85.0,48.0,-1.6666666666666672,0.4
48,85.0,49.0,-1.6666666666666672,0.4
49,85.0,50.0,-1.6666666666666672,0.4
50,85.0,51.0,-1.6666666666666672,0.4
51,85.0,52.0,-1.6666666666666672,0.4
52,85.0,53.0,-1.6666666666666672,0.4
53,85.0,54.0,-1.6666666666666672,0.4
54,85.0,55.0,-1.6666666666666672,0.4
55,85.0,56.0,-1.6666666666666672,0.4
56,85.0,57.0,-1.6666666666666672,0.4
57,85.0,58.0,-1.6666666666666672,0.4
58,85.0,59.0,-1.6666666666666672,0.4
59,85.0,60.0,-1.6666666666666672,0.4
60,85.0,61.0,-1.6666666666666672,0.4
61,85.0,62.0,-1.6666666666666672,0.4
62,85.0,63.0,-1.6666666666666672,0.4
63,85.0,64.0,-1.6666666666666672,0.4
64,85.0,65.0,-1.6666666666666672,0.4
65,85.0,66.0,-1.6666666666666672,0.4
66,85.0,67.0,-1.6666666666666672,0.4
67,85.0,68.0,-1.6666666666666672,0.4
68,85.0,69.0,-1.6666666666666672,0.4
69,85.0,70.0,-1.6666666666666672,0.4
70,85.0,71.0,-1.6666666666666672,0.4
71,85.0,72.0,-1.6666666666666672,0.4
72,85.0,73.0,-1.6666666666666672,0.4
73,85.0,74.0,-1.6666666666666672,0.4
74,85.0,75.0,-1.6666666666666672,0.4
75,85.0,76.0,-1.6666666666666672,0.4
76,85.0,77.0,-1.6666666666666672,0.4
77,85.0,78.0,-1.6666666666666672,0.4
78,85.0,79.0,-1.6666666666666672,0.4
79,85.0,80.0,-1.6666666666666672,0.4
80,85.0,81.0,-1.6666666666666672,0.4
81,85.0,82.0,-1.6666666666666672,0.4
82,85.0,83.0,-1.6666666666666672,0.4
83,85.0,84.0,-1.6666666666666672,0.4
84,85.0,85.0,-1.6666666666666672,0.4
85,85.0,86.0,-1.6666666666666672,0.4
86,85.0,87.0,-1.6666666666666672,0.4
87,85.0,88.0,-1.6666666666666672,0.4
88,85.0,89.0,-1.6666666666666672,0.4
89,85.0,90.0,-1.6666666666666672,0.4
90,85.0,91.0,-1.6666666666666672,0.4
91,85.0,92.0,-1.6666666666666672,0.4
92,85.0,93.0,-1.6666666666666672,0.4
93,85.0,94.0,-1.6666666666666672,0.4
94,85.0,95.0,-1.6666666666666672,0.4
95,85.0,96.0,-1.6666666666666672,0.4
96,85.0,97.0,-1.6666666666666672,0.4
97,85.0,98.0,-1.6666666666666672,0.4
98,85.0,99.0,-1.6666666666666672,0.4
99,85.0,100.0,-1.6666666666666672,0.4
100,85.0,101.0,-1.6666666666666672,0.4
101,85.0,102.0,-1.6666666666666672,0.4
102,85.0,103.0,-1.6666666666666672,0.4
103,85.0,104.0,-1.6666666666666672,0.4
104,85.0,105.0,-1.6666666666666672,0.4
105,85.0,106.0,-1.6666666666666672,0.4
106,85.0,107.0,-1.6666666666666672,0.4
107,85.0,108.0,-1.6666666666666672,0.4
108,85.0,109.0,-1.6666666666666672,0.4
