,episode,iteration,reward,gamma
0,3.0,1.0,-1.0,0.4
1,3.0,2.0,-1.4,0.4
2,3.0,3.0,-1.56,0.4
3,3.0,4.0,-1.624,0.4
4,3.0,5.0,-1.6496000000000002,0.4
5,3.0,6.0,-1.6598400000000002,0.4
6,3.0,7.0,-1.6639360000000003,0.4
7,3.0,8.0,-1.6655744000000003,0.4
8,3.0,9.0,-1.6662297600000004,0.4
9,3.0,10.0,-1.6664919040000004,0.4
10,3.0,11.0,-1.6665967616000004,0.4
11,3.0,12.0,-1.6666387046400004,0.4
12,3.0,13.0,-1.6666554818560004,0.4
13,3.0,14.0,-1.6666621927424004,0.4
14,3.0,15.0,-1.6666648770969603,0.4
15,3.0,16.0,-1.6666659508387842,0.4
16,3.0,17.0,-1.6666663803355137,0.4
17,3.0,18.0,-1.6666665521342057,0.4
18,3.0,19.0,-1.6666666208536824,0.4
19,3.0,20.0,-1.6666666483414732,0.4
20,3.0,21.0,-1.6666666593365895,0.4
21,3.0,22.0,-1.6666666637346361,0.4
22,3.0,23.0,-1.6666666654938547,0.4
23,3.0,24.0,-1.6666666661975422,0.4
24,3.0,25.0,-1.6666666664790173,0.4
25,3.0,26.0,-1.6666666665916072,0.4
26,3.0,27.0,-1.6666666666366432,0.4
27,3.0,28.0,-1.6666666666546577,0.4
28,3.0,29.0,-1.6666666666618635,0.4
29,3.0,30.0,-1.6666666666647458,0.4
30,3.0,31.0,-1.6666666666658987,0.4
31,3.0,32.0,-1.6666666666663599,0.4
32,3.0,33.0,-1.6666666666665444,0.4
33,3.0,34.0,-1.6666666666666181,0.4
34,3.0,35.0,-1.6666666666666476,0.4
35,3.0,36.0,-1.6666666666666594,0.4
36,3.0,37.0,-1.666666666666664,0.4
37,3.0,38.0,-1.666666666666666,0.4
38,3.0,39.0,-1.6666666666666667,0.4
39,3.0,40.0,-1.666666666666667,0.4
40,3.0,41.0,-1.6666666666666672,0.4
41,3.0,42.0,-1.6666666666666672,0.4
42,3.0,43.0,-1.6666666666666672,0.4
43,3.0,44.0,-1.6666666666666672,0.4
44,3.0,45.0,-1.6666666666666672,0.4
45,3.0,46.0,-1.6666666666666672,0.4
46,3.0,47.0,-1.6666666666666672,0.4
47,3.0,48.0,-1.6666666666666672,0.4
48,3.0,49.0,-1.6666666666666672,0.4
49,3.0,50.0,-1.6666666666666672,0.4
50,3.0,51.0,-1.6666666666666672,0.4
51,3.0,52.0,-1.6666666666666672,0.4
52,3.0,53.0,-1.6666666666666672,0.4
53,3.0,54.0,-1.6666666666666672,0.4
54,3.0,55.0,-1.6666666666666672,0.4
55,3.0,56.0,-1.6666666666666672,0.4
56,3.0,57.0,-1.6666666666666672,0.4
57,3.0,58.0,-1.6666666666666672,0.4
58,3.0,59.0,-1.6666666666666672,0.4
59,3.0,60.0,-1.6666666666666672,0.4
60,3.0,61.0,-1.6666666666666672,0.4
61,3.0,62.0,-1.6666666666666672,0.4
62,3.0,63.0,-1.6666666666666672,0.4
63,3.0,64.0,-1.6666666666666672,0.4
64,3.0,65.0,-1.6666666666666672,0.4
65,3.0,66.0,-1.6666666666666672,0.4
66,3.0,67.0,-1.6666666666666672,0.4
67,3.0,68.0,-1.6666666666666672,0.4
68,3.0,69.0,-1.6666666666666672,0.4
69,3.0,70.0,-1.6666666666666672,0.4
70,3.0,71.0,-1.6666666666666672,0.4
71,3.0,72.0,-1.6666666666666672,0.4
72,3.0,73.0,-1.6666666666666672,0.4
73,3.0,74.0,-1.6666666666666672,0.4
74,3.0,75.0,-1.6666666666666672,0.4
75,3.0,76.0,-1.6666666666666672,0.4
76,3.0,77.0,-1.6666666666666672,0.4
77,3.0,78.0,-1.6666666666666672,0.4
78,3.0,79.0,-1.6666666666666672,0.4
79,3.0,80.0,-1.6666666666666672,0.4
80,3.0,81.0,-1.6666666666666672,0.4
81,3.0,82.0,-1.6666666666666672,0.4
82,3.0,83.0,-1.6666666666666672,0.4
83,3.0,84.0,-1.6666666666666672,0.4
84,3.0,85.0,-1.6666666666666672,0.4
85,3.0,86.0,-1.6666666666666672,0.4
86,3.0,87.0,-1.6666666666666672,0.4
87,3.0,88.0,-1.6666666666666672,0.4
88,3.0,89.0,-1.6666666666666672,0.4
89,3.0,90.0,-1.6666666666666672,0.4
90,3.0,91.0,-1.6666666666666672,0.4
91,3.0,92.0,-1.6666666666666672,0.4
92,3.0,93.0,-1.6666666666666672,0.4
93,3.0,94.0,-1.6666666666666672,0.4
94,3.0,95.0,-1.6666666666666672,0.4
95,3.0,96.0,-1.6666666666666672,0.4
96,3.0,97.0,-1.6666666666666672,0.4
97,3.0,98.0,-1.6666666666666672,0.4
98,3.0,99.0,-1.6666666666666672,0.4
99,3.0,100.0,-1.6666666666666672,0.4
100,3.0,101.0,-1.6666666666666672,0.4
101,3.0,102.0,-1.6666666666666672,0.4
102,3.0,103.0,-1.6666666666666672,0.4
103,3.0,104.0,-1.6666666666666672,0.4
