,State,Action,Reward,Error,Time,Value,Alpha,Episilon,Max V,Value,Policy
2136,0,0,0.0,0.00259683406902127,4.835705041885376,[ 4.55255678  5.08436476  4.91404755  4.00505646 19.14012864],0.1,,19.140128638188965,[ 4.55255678  5.08436476  4.91404755  4.00505646 19.14012864],[0 1 1 0 0]
2137,1,0,0.0,0.03171723920688239,4.835774898529053,[ 4.55255678  5.08436476  4.91404755  4.00505646 19.14012864],0.1,,19.140128638188965,[ 4.55255678  5.08436476  4.91404755  4.00505646 19.14012864],[0 1 1 0 0]
2138,2,1,1.0,0.018325354749259583,4.835824012756348,[ 4.55255678  5.08436476  4.93237291  4.00505646 19.14012864],0.1,,19.140128638188965,[ 4.55255678  5.08436476  4.93237291  4.00505646 19.14012864],[0 1 1 0 0]
2139,0,0,0.0,0.0023371506621191252,4.8358728885650635,[ 4.55489393  5.08436476  4.93237291  4.00505646 19.14012864],0.1,,19.140128638188965,[ 4.55489393  5.08436476  4.93237291  4.00505646 19.14012864],[0 1 1 0 0]
2140,1,1,1.0,0.0015039775577390558,4.835920095443726,[ 4.55489393  5.08586874  4.93237291  4.00505646 19.14012864],0.1,,19.140128638188965,[ 4.55489393  5.08586874  4.93237291  4.00505646 19.14012864],[0 1 1 0 0]
2141,0,0,0.0,0.0022387935761036815,4.835968971252441,[ 4.55713272  5.08586874  4.93237291  4.00505646 19.14012864],0.1,,19.140128638188965,[ 4.55713272  5.08586874  4.93237291  4.00505646 19.14012864],[0 1 1 0 0]
2142,1,1,1.0,0.0015550712238144194,4.83601713180542,[ 4.55713272  5.08742381  4.93237291  4.00505646 19.14012864],0.1,,19.140128638188965,[ 4.55713272  5.08742381  4.93237291  4.00505646 19.14012864],[0 1 1 0 0]
2143,0,0,0.0,0.0021548706286366403,4.836065053939819,[ 4.55928759  5.08742381  4.93237291  4.00505646 19.14012864],0.1,,19.140128638188965,[ 4.55928759  5.08742381  4.93237291  4.00505646 19.14012864],[0 1 1 0 0]
2144,1,1,1.0,0.0015935024580103097,4.836112022399902,[ 4.55928759  5.08901731  4.93237291  4.00505646 19.14012864],0.1,,19.140128638188965,[ 4.55928759  5.08901731  4.93237291  4.00505646 19.14012864],[0 1 1 0 0]
2145,0,0,0.0,0.002082798786993845,4.836160898208618,[ 4.56137039  5.08901731  4.93237291  4.00505646 19.14012864],0.1,,19.140128638188965,[ 4.56137039  5.08901731  4.93237291  4.00505646 19.14012864],[0 1 1 0 0]
2146,1,1,1.0,0.0016216041030387097,4.836214065551758,[ 4.56137039  5.09063891  4.93237291  4.00505646 19.14012864],0.1,,19.140128638188965,[ 4.56137039  5.09063891  4.93237291  4.00505646 19.14012864],[0 1 1 0 0]
2147,0,0,0.0,0.0020204632775679522,4.836262226104736,[ 4.56339085  5.09063891  4.93237291  4.00505646 19.14012864],0.1,,19.140128638188965,[ 4.56339085  5.09063891  4.93237291  4.00505646 19.14012864],[0 1 1 0 0]
2148,1,1,1.0,0.0016412853877159962,4.83630895614624,[ 4.56339085  5.0922802   4.93237291  4.00505646 19.14012864],0.1,,19.140128638188965,[ 4.56339085  5.0922802   4.93237291  4.00505646 19.14012864],[0 1 1 0 0]
2149,0,1,0.0,0.011872325782917104,4.836375951766968,[ 4.56339085  5.0922802   4.93237291  4.00505646 19.14012864],0.1,,19.140128638188965,[ 4.56339085  5.0922802   4.93237291  4.00505646 19.14012864],[0 1 1 0 0]
2150,0,0,0.0,0.00196613263470562,4.836426019668579,[ 4.56535699  5.0922802   4.93237291  4.00505646 19.14012864],0.1,,19.140128638188965,[ 4.56535699  5.0922802   4.93237291  4.00505646 19.14012864],[0 1 1 0 0]
2151,1,1,1.0,0.0016541087860677984,4.836483001708984,[ 4.56535699  5.09393431  4.93237291  4.00505646 19.14012864],0.1,,19.140128638188965,[ 4.56535699  5.09393431  4.93237291  4.00505646 19.14012864],[0 1 1 0 0]
2152,0,0,0.0,0.001918389161981171,4.836533069610596,[ 4.56727537  5.09393431  4.93237291  4.00505646 19.14012864],0.1,,19.140128638188965,[ 4.56727537  5.09393431  4.93237291  4.00505646 19.14012864],[0 1 1 0 0]
2153,1,0,0.0,0.03019479721362748,4.836603164672852,[ 4.56727537  5.09393431  4.93237291  4.00505646 19.14012864],0.1,,19.140128638188965,[ 4.56727537  5.09393431  4.93237291  4.00505646 19.14012864],[0 1 1 0 0]
2154,2,1,1.0,0.017817493159863407,4.836652040481567,[ 4.56727537  5.09393431  4.9501904   4.00505646 19.14012864],0.1,,19.140128638188965,[ 4.56727537  5.09393431  4.9501904   4.00505646 19.14012864],[0 1 1 0 0]
2155,0,0,0.0,0.0017265502457830097,4.83671498298645,[ 4.56900192  5.09393431  4.9501904   4.00505646 19.14012864],0.1,,19.140128638188965,[ 4.56900192  5.09393431  4.9501904   4.00505646 19.14012864],[0 1 1 0 0]
2156,1,1,1.0,0.0018167424541599255,4.836774110794067,[ 4.56900192  5.09575105  4.9501904   4.00505646 19.14012864],0.1,,19.140128638188965,[ 4.56900192  5.09575105  4.9501904   4.00505646 19.14012864],[0 1 1 0 0]
2157,0,0,0.0,0.0017174020420791082,4.836822032928467,[ 4.57071933  5.09575105  4.9501904   4.00505646 19.14012864],0.1,,19.140128638188965,[ 4.57071933  5.09575105  4.9501904   4.00505646 19.14012864],[0 1 1 0 0]
2158,1,1,1.0,0.001789634392530992,4.836871147155762,[ 4.57071933  5.09754068  4.9501904   4.00505646 19.14012864],0.1,,19.140128638188965,[ 4.57071933  5.09754068  4.9501904   4.00505646 19.14012864],[0 1 1 0 0]
2159,0,0,0.0,0.001706728933199031,4.836925268173218,[ 4.57242606  5.09754068  4.9501904   4.00505646 19.14012864],0.1,,19.140128638188965,[ 4.57242606  5.09754068  4.9501904   4.00505646 19.14012864],[0 1 1 0 0]
2160,1,1,1.0,0.0017642765572657205,4.836972951889038,[ 4.57242606  5.09930496  4.9501904   4.00505646 19.14012864],0.1,,19.140128638188965,[ 4.57242606  5.09930496  4.9501904   4.00505646 19.14012864],[0 1 1 0 0]
2161,0,0,0.0,0.0016948409300330703,4.837021827697754,[ 4.5741209   5.09930496  4.9501904   4.00505646 19.14012864],0.1,,19.140128638188965,[ 4.5741209   5.09930496  4.9501904   4.00505646 19.14012864],[0 1 1 0 0]
2162,1,1,1.0,0.0017403845852421718,4.837069034576416,[ 4.5741209   5.10104535  4.9501904   4.00505646 19.14012864],0.1,,19.140128638188965,[ 4.5741209   5.10104535  4.9501904   4.00505646 19.14012864],[0 1 1 0 0]
2163,0,1,0.0,0.011650797159925654,4.837137222290039,[ 4.5741209   5.10104535  4.9501904   4.00505646 19.14012864],0.1,,19.140128638188965,[ 4.5741209   5.10104535  4.9501904   4.00505646 19.14012864],[0 1 1 0 0]
2164,0,0,0.0,0.001681991449701581,4.837187051773071,[ 4.57580289  5.10104535  4.9501904   4.00505646 19.14012864],0.1,,19.140128638188965,[ 4.57580289  5.10104535  4.9501904   4.00505646 19.14012864],[0 1 1 0 0]
2165,1,1,1.0,0.0017177253571911246,4.837234258651733,[ 4.57580289  5.10276307  4.9501904   4.00505646 19.14012864],0.1,,19.140128638188965,[ 4.57580289  5.10276307  4.9501904   4.00505646 19.14012864],[0 1 1 0 0]
2166,0,0,0.0,0.0016683875868785947,4.837281942367554,[ 4.57747128  5.10276307  4.9501904   4.00505646 19.14012864],0.1,,19.140128638188965,[ 4.57747128  5.10276307  4.9501904   4.00505646 19.14012864],[0 1 1 0 0]
2167,1,1,1.0,0.0016961077042910056,4.837330102920532,[ 4.57747128  5.10445918  4.9501904   4.00505646 19.14012864],0.1,,19.140128638188965,[ 4.57747128  5.10445918  4.9501904   4.00505646 19.14012864],[0 1 1 0 0]
2168,0,0,0.0,0.0016541985215769552,4.837412118911743,[ 4.57912547  5.10445918  4.9501904   4.00505646 19.14012864],0.1,,19.140128638188965,[ 4.57912547  5.10445918  4.9501904   4.00505646 19.14012864],[0 1 1 0 0]
2169,1,1,1.0,0.0016753748008039083,4.837471008300781,[ 4.57912547  5.10613455  4.9501904   4.00505646 19.14012864],0.1,,19.140128638188965,[ 4.57912547  5.10613455  4.9501904   4.00505646 19.14012864],[0 1 1 0 0]
2170,0,0,0.0,0.0016395624014916344,4.837541103363037,[ 4.58076504  5.10613455  4.9501904   4.00505646 19.14012864],0.1,,19.140128638188965,[ 4.58076504  5.10613455  4.9501904   4.00505646 19.14012864],[0 1 1 0 0]
2171,1,1,1.0,0.0016553979368577388,4.837597131729126,[ 4.58076504  5.10778995  4.9501904   4.00505646 19.14012864],0.1,,19.140128638188965,[ 4.58076504  5.10778995  4.9501904   4.00505646 19.14012864],[0 1 1 0 0]
2172,0,0,0.0,0.0016245919756596727,4.837651968002319,[ 4.58238963  5.10778995  4.9501904   4.00505646 19.14012864],0.1,,19.140128638188965,[ 4.58238963  5.10778995  4.9501904   4.00505646 19.14012864],[0 1 1 0 0]
2173,1,1,1.0,0.0016360714209813665,4.837701082229614,[ 4.58238963  5.10942602  4.9501904   4.00505646 19.14012864],0.1,,19.140128638188965,[ 4.58238963  5.10942602  4.9501904   4.00505646 19.14012864],[0 1 1 0 0]
2174,0,0,0.0,0.001609379205982009,4.83774995803833,[ 4.58399901  5.10942602  4.9501904   4.00505646 19.14012864],0.1,,19.140128638188965,[ 4.58399901  5.10942602  4.9501904   4.00505646 19.14012864],[0 1 1 0 0]
2175,1,1,1.0,0.001617308407421625,4.837805986404419,[ 4.58399901  5.11104333  4.9501904   4.00505646 19.14012864],0.1,,19.140128638188965,[ 4.58399901  5.11104333  4.9501904   4.00505646 19.14012864],[0 1 1 0 0]
2176,0,0,0.0,0.0015939990420517525,4.837860107421875,[ 4.58559301  5.11104333  4.9501904   4.00505646 19.14012864],0.1,,19.140128638188965,[ 4.58559301  5.11104333  4.9501904   4.00505646 19.14012864],[0 1 1 0 0]
2177,1,1,1.0,0.0015990374804640162,4.837937116622925,[ 4.58559301  5.11264237  4.9501904   4.00505646 19.14012864],0.1,,19.140128638188965,[ 4.58559301  5.11264237  4.9501904   4.00505646 19.14012864],[0 1 1 0 0]
2178,0,0,0.0,0.0015785125110883591,4.837986946105957,[ 4.58717152  5.11264237  4.9501904   4.00505646 19.14012864],0.1,,19.140128638188965,[ 4.58717152  5.11264237  4.9501904   4.00505646 19.14012864],[0 1 1 0 0]
2179,1,1,1.0,0.0015811998584156052,4.838041067123413,[ 4.58717152  5.11422357  4.9501904   4.00505646 19.14012864],0.1,,19.140128638188965,[ 4.58717152  5.11422357  4.9501904   4.00505646 19.14012864],[0 1 1 0 0]
2180,0,0,0.0,0.0015629692472369783,4.838090896606445,[ 4.58873449  5.11422357  4.9501904   4.00505646 19.14012864],0.1,,19.140128638188965,[ 4.58873449  5.11422357  4.9501904   4.00505646 19.14012864],[0 1 1 0 0]
2181,1,1,1.0,0.0015637471048253638,4.838165998458862,[ 4.58873449  5.11578732  4.9501904   4.00505646 19.14012864],0.1,,19.140128638188965,[ 4.58873449  5.11578732  4.9501904   4.00505646 19.14012864],[0 1 1 0 0]
2182,0,0,0.0,0.0015474095619475215,4.838222026824951,[ 4.5902819   5.11578732  4.9501904   4.00505646 19.14012864],0.1,,19.140128638188965,[ 4.5902819   5.11578732  4.9501904   4.00505646 19.14012864],[0 1 1 0 0]
2183,1,1,1.0,0.0015466392549180698,4.838270902633667,[ 4.5902819   5.11733396  4.9501904   4.00505646 19.14012864],0.1,,19.140128638188965,[ 4.5902819   5.11733396  4.9501904   4.00505646 19.14012864],[0 1 1 0 0]
2184,0,0,0.0,0.0015318661386953814,4.838320016860962,[ 4.59181376  5.11733396  4.9501904   4.00505646 19.14012864],0.1,,19.140128638188965,[ 4.59181376  5.11733396  4.9501904   4.00505646 19.14012864],[0 1 1 0 0]
2185,1,1,1.0,0.0015298432819089492,4.838373184204102,[ 4.59181376  5.1188638   4.9501904   4.00505646 19.14012864],0.1,,19.140128638188965,[ 4.59181376  5.1188638   4.9501904   4.00505646 19.14012864],[0 1 1 0 0]
2186,0,0,0.0,0.0015163654201975519,4.838426113128662,[ 4.59333013  5.1188638   4.9501904   4.00505646 19.14012864],0.1,,19.140128638188965,[ 4.59333013  5.1188638   4.9501904   4.00505646 19.14012864],[0 1 1 0 0]
2187,1,1,1.0,0.001513331841535859,4.8384740352630615,[ 4.59333013  5.12037713  4.9501904   4.00505646 19.14012864],0.1,,19.140128638188965,[ 4.59333013  5.12037713  4.9501904   4.00505646 19.14012864],[0 1 1 0 0]
2188,0,0,0.0,0.04593330129707365,4.83852219581604,[ 4.54739683  5.12037713  4.9501904   4.00505646 19.14012864],0.1,,19.140128638188965,[ 4.54739683  5.12037713  4.9501904   4.00505646 19.14012864],[0 1 1 0 0]
2189,0,0,0.0,0.04547396828410291,4.838576078414917,[ 4.50192286  5.12037713  4.9501904   4.00505646 19.14012864],0.1,,19.140128638188965,[ 4.50192286  5.12037713  4.9501904   4.00505646 19.14012864],[0 1 1 0 0]
2190,0,0,0.0,0.010641655702033593,4.838626146316528,[ 4.51256452  5.12037713  4.9501904   4.00505646 19.14012864],0.1,,19.140128638188965,[ 4.51256452  5.12037713  4.9501904   4.00505646 19.14012864],[0 1 1 0 0]
2191,1,1,1.0,0.00590690659174058,4.838674068450928,[ 4.51256452  5.11447022  4.9501904   4.00505646 19.14012864],0.1,,19.140128638188965,[ 4.51256452  5.11447022  4.9501904   4.00505646 19.14012864],[0 1 1 0 0]
2192,0,0,0.0,0.009045868538573565,4.8387229442596436,[ 4.52161038  5.11447022  4.9501904   4.00505646 19.14012864],0.1,,19.140128638188965,[ 4.52161038  5.11447022  4.9501904   4.00505646 19.14012864],[0 1 1 0 0]
2193,1,1,1.0,0.004502087764094842,4.838770151138306,[ 4.52161038  5.10996814  4.9501904   4.00505646 19.14012864],0.1,,19.140128638188965,[ 4.52161038  5.10996814  4.9501904   4.00505646 19.14012864],[0 1 1 0 0]
2194,0,0,0.0,0.007736093785947685,4.838823080062866,[ 4.52934648  5.10996814  4.9501904   4.00505646 19.14012864],0.1,,19.140128638188965,[ 4.52934648  5.10996814  4.9501904   4.00505646 19.14012864],[0 1 1 0 0]
2195,1,1,1.0,0.0033556305469500283,4.838871002197266,[ 4.52934648  5.10661251  4.9501904   4.00505646 19.14012864],0.1,,19.140128638188965,[ 4.52934648  5.10661251  4.9501904   4.00505646 19.14012864],[0 1 1 0 0]
2196,0,0,0.0,0.006660477658127384,4.8389198780059814,[ 4.53600696  5.10661251  4.9501904   4.00505646 19.14012864],0.1,,19.140128638188965,[ 4.53600696  5.10661251  4.9501904   4.00505646 19.14012864],[0 1 1 0 0]
2197,1,1,1.0,0.002420624503023561,4.8389670848846436,[ 4.53600696  5.10419188  4.9501904   4.00505646 19.14012864],0.1,,19.140128638188965,[ 4.53600696  5.10419188  4.9501904   4.00505646 19.14012864],[0 1 1 0 0]
2198,0,0,0.0,0.005776573687042586,4.8390209674835205,[ 4.54178353  5.10419188  4.9501904   4.00505646 19.14012864],0.1,,19.140128638188965,[ 4.54178353  5.10419188  4.9501904   4.00505646 19.14012864],[0 1 1 0 0]
2199,1,1,1.0,0.0016586704208874537,4.839137077331543,[ 4.54178353  5.10253321  4.9501904   4.00505646 19.14012864],0.1,,19.140128638188965,[ 4.54178353  5.10253321  4.9501904   4.00505646 19.14012864],[0 1 1 0 0]
2200,0,0,0.0,0.005049635980458423,4.8392250537872314,[ 4.54683317  5.10253321  4.9501904   4.00505646 19.14012864],0.1,,19.140128638188965,[ 4.54683317  5.10253321  4.9501904   4.00505646 19.14012864],[0 1 1 0 0]
2201,1,1,1.0,0.0010383361405573944,4.839287042617798,[ 4.54683317  5.10149487  4.9501904   4.00505646 19.14012864],0.1,,19.140128638188965,[ 4.54683317  5.10149487  4.9501904   4.00505646 19.14012864],[0 1 1 0 0]
2202,0,0,0.0,0.0454683316547837,4.839346885681152,[ 4.50136483  5.10149487  4.9501904   4.00505646 19.14012864],0.1,,19.140128638188965,[ 4.50136483  5.10149487  4.9501904   4.00505646 19.14012864],[0 1 1 0 0]
2203,0,0,0.0,0.008998055295240715,4.839401960372925,[ 4.51036289  5.10149487  4.9501904   4.00505646 19.14012864],0.1,,19.140128638188965,[ 4.51036289  5.10149487  4.9501904   4.00505646 19.14012864],[0 1 1 0 0]
2204,1,1,1.0,0.004216827398860534,4.839454889297485,[ 4.51036289  5.09727805  4.9501904   4.00505646 19.14012864],0.1,,19.140128638188965,[ 4.51036289  5.09727805  4.9501904   4.00505646 19.14012864],[0 1 1 0 0]
2205,0,0,0.0,0.007718735299819191,4.839509010314941,[ 4.51808162  5.09727805  4.9501904   4.00505646 19.14012864],0.1,,19.140128638188965,[ 4.51808162  5.09727805  4.9501904   4.00505646 19.14012864],[0 1 1 0 0]
2206,1,1,1.0,0.0031004584819907424,4.8395609855651855,[ 4.51808162  5.09417759  4.9501904   4.00505646 19.14012864],0.1,,19.140128638188965,[ 4.51808162  5.09417759  4.9501904   4.00505646 19.14012864],[0 1 1 0 0]
2207,0,0,0.0,0.006667820506458178,4.8396148681640625,[ 4.52474944  5.09417759  4.9501904   4.00505646 19.14012864],0.1,,19.140128638188965,[ 4.52474944  5.09417759  4.9501904   4.00505646 19.14012864],[0 1 1 0 0]
2208,1,1,1.0,0.002190308788210338,4.83967399597168,[ 4.52474944  5.09198728  4.9501904   4.00505646 19.14012864],0.1,,19.140128638188965,[ 4.52474944  5.09198728  4.9501904   4.00505646 19.14012864],[0 1 1 0 0]
2209,0,0,0.0,0.005803910664873336,4.839784860610962,[ 4.53055336  5.09198728  4.9501904   4.00505646 19.14012864],0.1,,19.140128638188965,[ 4.53055336  5.09198728  4.9501904   4.00505646 19.14012864],[0 1 1 0 0]
2210,1,1,1.0,0.0014489259495507056,4.83985710144043,[ 4.53055336  5.09053835  4.9501904   4.00505646 19.14012864],0.1,,19.140128638188965,[ 4.53055336  5.09053835  4.9501904   4.00505646 19.14012864],[0 1 1 0 0]
2211,0,0,0.0,0.0050931162629264115,4.839972019195557,[ 4.53564647  5.09053835  4.9501904   4.00505646 19.14012864],0.1,,19.140128638188965,[ 4.53564647  5.09053835  4.9501904   4.00505646 19.14012864],[0 1 1 0 0]
2212,1,1,1.0,0.0008456528909321471,4.840039253234863,[ 4.53564647  5.0896927   4.9501904   4.00505646 19.14012864],0.1,,19.140128638188965,[ 4.53564647  5.0896927   4.9501904   4.00505646 19.14012864],[0 1 1 0 0]
2213,0,0,0.0,0.004507695876449791,4.840096950531006,[ 4.54015417  5.0896927   4.9501904   4.00505646 19.14012864],0.1,,19.140128638188965,[ 4.54015417  5.0896927   4.9501904   4.00505646 19.14012864],[0 1 1 0 0]
2214,1,1,1.0,0.0003553949729584005,4.840151071548462,[ 4.54015417  5.08933731  4.9501904   4.00505646 19.14012864],0.1,,19.140128638188965,[ 4.54015417  5.08933731  4.9501904   4.00505646 19.14012864],[0 1 1 0 0]
2215,0,0,0.0,0.004024940741238581,4.840230226516724,[ 4.54417911  5.08933731  4.9501904   4.00505646 19.14012864],0.1,,19.140128638188965,[ 4.54417911  5.08933731  4.9501904   4.00505646 19.14012864],[0 1 1 0 0]
2216,1,1,1.0,4.2389191048908264e-05,4.840286016464233,[ 4.54417911  5.08937969  4.9501904   4.00505646 19.14012864],0.1,,19.140128638188965,[ 4.54417911  5.08937969  4.9501904   4.00505646 19.14012864],[0 1 1 0 0]
2217,0,0,0.0,0.0036262616943091076,4.84033989906311,[ 4.54780537  5.08937969  4.9501904   4.00505646 19.14012864],0.1,,19.140128638188965,[ 4.54780537  5.08937969  4.9501904   4.00505646 19.14012864],[0 1 1 0 0]
2218,1,1,1.0,0.000364513824431878,4.8404011726379395,[ 4.54780537  5.08974421  4.9501904   4.00505646 19.14012864],0.1,,19.140128638188965,[ 4.54780537  5.08974421  4.9501904   4.00505646 19.14012864],[0 1 1 0 0]
2219,0,0,0.0,0.045478053701649035,4.840455055236816,[ 4.50232732  5.08974421  4.9501904   4.00505646 19.14012864],0.1,,19.140128638188965,[ 4.50232732  5.08974421  4.9501904   4.00505646 19.14012864],[0 1 1 0 0]
2220,0,0,0.0,0.007844247139241834,4.840508222579956,[ 4.51017156  5.08974421  4.9501904   4.00505646 19.14012864],0.1,,19.140128638188965,[ 4.51017156  5.08974421  4.9501904   4.00505646 19.14012864],[0 1 1 0 0]
2221,1,1,1.0,0.003058980148627999,4.8405601978302,[ 4.51017156  5.08668523  4.9501904   4.00505646 19.14012864],0.1,,19.140128638188965,[ 4.51017156  5.08668523  4.9501904   4.00505646 19.14012864],[0 1 1 0 0]
2222,0,0,0.0,0.0067845142119411506,4.840613126754761,[ 4.51695608  5.08668523  4.9501904   4.00505646 19.14012864],0.1,,19.140128638188965,[ 4.51695608  5.08668523  4.9501904   4.00505646 19.14012864],[0 1 1 0 0]
2223,1,1,1.0,0.0021424758546904066,4.8406641483306885,[ 4.51695608  5.08454275  4.9501904   4.00505646 19.14012864],0.1,,19.140128638188965,[ 4.51695608  5.08454275  4.9501904   4.00505646 19.14012864],[0 1 1 0 0]
2224,0,1,0.0,0.005340883749195591,4.840744972229004,[ 4.51695608  5.08454275  4.9501904   4.00505646 19.14012864],0.1,,19.140128638188965,[ 4.51695608  5.08454275  4.9501904   4.00505646 19.14012864],[0 1 1 0 0]
2225,0,0,0.0,0.005913239963824868,4.840808153152466,[ 4.52286932  5.08454275  4.9501904   4.00505646 19.14012864],0.1,,19.140128638188965,[ 4.52286932  5.08454275  4.9501904   4.00505646 19.14012864],[0 1 1 0 0]
2226,1,1,1.0,0.0013960366724771413,4.840855121612549,[ 4.52286932  5.08314672  4.9501904   4.00505646 19.14012864],0.1,,19.140128638188965,[ 4.52286932  5.08314672  4.9501904   4.00505646 19.14012864],[0 1 1 0 0]
2227,0,0,0.0,0.005196272666919466,4.840909004211426,[ 4.52806559  5.08314672  4.9501904   4.00505646 19.14012864],0.1,,19.140128638188965,[ 4.52806559  5.08314672  4.9501904   4.00505646 19.14012864],[0 1 1 0 0]
2228,1,1,1.0,0.0007887684652065907,4.840957164764404,[ 4.52806559  5.08235795  4.9501904   4.00505646 19.14012864],0.1,,19.140128638188965,[ 4.52806559  5.08235795  4.9501904   4.00505646 19.14012864],[0 1 1 0 0]
2229,0,0,0.0,0.004605656238358869,4.841005086898804,[ 4.53267125  5.08235795  4.9501904   4.00505646 19.14012864],0.1,,19.140128638188965,[ 4.53267125  5.08235795  4.9501904   4.00505646 19.14012864],[0 1 1 0 0]
2230,1,1,1.0,0.00029538255723364775,4.841052055358887,[ 4.53267125  5.08206257  4.9501904   4.00505646 19.14012864],0.1,,19.140128638188965,[ 4.53267125  5.08206257  4.9501904   4.00505646 19.14012864],[0 1 1 0 0]
2231,0,0,0.0,0.004118506184371995,4.84109902381897,[ 4.53678975  5.08206257  4.9501904   4.00505646 19.14012864],0.1,,19.140128638188965,[ 4.53678975  5.08206257  4.9501904   4.00505646 19.14012864],[0 1 1 0 0]
2232,1,1,1.0,0.00010482125508310959,4.841145992279053,[ 4.53678975  5.08216739  4.9501904   4.00505646 19.14012864],0.1,,19.140128638188965,[ 4.53678975  5.08216739  4.9501904   4.00505646 19.14012864],[0 1 1 0 0]
2233,0,0,0.0,0.003716089478892215,4.841192960739136,[ 4.54050584  5.08216739  4.9501904   4.00505646 19.14012864],0.1,,19.140128638188965,[ 4.54050584  5.08216739  4.9501904   4.00505646 19.14012864],[0 1 1 0 0]
2234,1,1,1.0,0.0004287871826751833,4.841239929199219,[ 4.54050584  5.08259617  4.9501904   4.00505646 19.14012864],0.1,,19.140128638188965,[ 4.54050584  5.08259617  4.9501904   4.00505646 19.14012864],[0 1 1 0 0]
2235,0,0,0.0,0.0033830713774437807,4.841293096542358,[ 4.54388891  5.08259617  4.9501904   4.00505646 19.14012864],0.1,,19.140128638188965,[ 4.54388891  5.08259617  4.9501904   4.00505646 19.14012864],[0 1 1 0 0]
2236,1,1,1.0,0.0006903848883776043,4.841340065002441,[ 4.54388891  5.08328656  4.9501904   4.00505646 19.14012864],0.1,,19.140128638188965,[ 4.54388891  5.08328656  4.9501904   4.00505646 19.14012864],[0 1 1 0 0]
2237,0,0,0.0,0.003106898879653386,4.841393232345581,[ 4.54699581  5.08328656  4.9501904   4.00505646 19.14012864],0.1,,19.140128638188965,[ 4.54699581  5.08328656  4.9501904   4.00505646 19.14012864],[0 1 1 0 0]
2238,1,1,1.0,0.0009009672987086326,4.841439962387085,[ 4.54699581  5.08418753  4.9501904   4.00505646 19.14012864],0.1,,19.140128638188965,[ 4.54699581  5.08418753  4.9501904   4.00505646 19.14012864],[0 1 1 0 0]
2239,0,0,0.0,0.0028772960485717648,4.8414881229400635,[ 4.54987311  5.08418753  4.9501904   4.00505646 19.14012864],0.1,,19.140128638188965,[ 4.54987311  5.08418753  4.9501904   4.00505646 19.14012864],[0 1 1 0 0]
2240,1,1,1.0,0.0010698272132093401,4.841533899307251,[ 4.54987311  5.08525735  4.9501904   4.00505646 19.14012864],0.1,,19.140128638188965,[ 4.54987311  5.08525735  4.9501904   4.00505646 19.14012864],[0 1 1 0 0]
2241,0,0,0.0,0.0026858508929033854,4.841581106185913,[ 4.55255896  5.08525735  4.9501904   4.00505646 19.14012864],0.1,,19.140128638188965,[ 4.55255896  5.08525735  4.9501904   4.00505646 19.14012864],[0 1 1 0 0]
2242,1,1,1.0,0.0012045710722496496,4.841628074645996,[ 4.55255896  5.08646192  4.9501904   4.00505646 19.14012864],0.1,,19.140128638188965,[ 4.55255896  5.08646192  4.9501904   4.00505646 19.14012864],[0 1 1 0 0]
2243,0,0,0.0,0.04552558959545383,4.841678142547607,[ 4.50703337  5.08646192  4.9501904   4.00505646 19.14012864],0.1,,19.140128638188965,[ 4.50703337  5.08646192  4.9501904   4.00505646 19.14012864],[0 1 1 0 0]
2244,0,0,0.0,0.007078236159660901,4.841725826263428,[ 4.51411161  5.08646192  4.9501904   4.00505646 19.14012864],0.1,,19.140128638188965,[ 4.51411161  5.08646192  4.9501904   4.00505646 19.14012864],[0 1 1 0 0]
2245,1,1,1.0,0.0023761478441966413,4.84177303314209,[ 4.51411161  5.08408578  4.9501904   4.00505646 19.14012864],0.1,,19.140128638188965,[ 4.51411161  5.08408578  4.9501904   4.00505646 19.14012864],[0 1 1 0 0]
2246,0,0,0.0,0.006156559237717208,4.841846942901611,[ 4.52026817  5.08408578  4.9501904   4.00505646 19.14012864],0.1,,19.140128638188965,[ 4.52026817  5.08408578  4.9501904   4.00505646 19.14012864],[0 1 1 0 0]
2247,1,1,1.0,0.0015844427283824736,4.841916084289551,[ 4.52026817  5.08250133  4.9501904   4.00505646 19.14012864],0.1,,19.140128638188965,[ 4.52026817  5.08250133  4.9501904   4.00505646 19.14012864],[0 1 1 0 0]
2248,0,0,0.0,0.005398303468391053,4.841984033584595,[ 4.52566647  5.08250133  4.9501904   4.00505646 19.14012864],0.1,,19.140128638188965,[ 4.52566647  5.08250133  4.9501904   4.00505646 19.14012864],[0 1 1 0 0]
2249,1,1,1.0,0.0009401511433890342,4.842041015625,[ 4.52566647  5.08156118  4.9501904   4.00505646 19.14012864],0.1,,19.140128638188965,[ 4.52566647  5.08156118  4.9501904   4.00505646 19.14012864],[0 1 1 0 0]
2250,0,0,0.0,0.004773859518646884,4.8420939445495605,[ 4.53044033  5.08156118  4.9501904   4.00505646 19.14012864],0.1,,19.140128638188965,[ 4.53044033  5.08156118  4.9501904   4.00505646 19.14012864],[0 1 1 0 0]
2251,1,1,1.0,0.00041648867237187304,4.842148065567017,[ 4.53044033  5.08114469  4.9501904   4.00505646 19.14012864],0.1,,19.140128638188965,[ 4.53044033  5.08114469  4.9501904   4.00505646 19.14012864],[0 1 1 0 0]
