,State,Action,Reward,Error,Time,Value,Alpha,Episilon,Max V,Value,Policy
5972,1,1,1.0,0.0021954066424224373,5.038246154785156,[ 4.51722239  5.04574149  4.97495646 12.54693298 18.99324488],0.1,,18.993244881623028,[ 4.51722239  5.04574149  4.97495646 12.54693298 18.99324488],[0 1 1 0 0]
5973,0,0,0.0,0.0023944952921873155,5.03829288482666,[ 4.51961688  5.04574149  4.97495646 12.54693298 18.99324488],0.1,,18.993244881623028,[ 4.51961688  5.04574149  4.97495646 12.54693298 18.99324488],[0 1 1 0 0]
5974,1,1,1.0,0.0021913705544770678,5.03833794593811,[ 4.51961688  5.04793286  4.97495646 12.54693298 18.99324488],0.1,,18.993244881623028,[ 4.51961688  5.04793286  4.97495646 12.54693298 18.99324488],[0 1 1 0 0]
5975,0,0,0.0,0.002352269112871408,5.038384199142456,[ 4.52196915  5.04793286  4.97495646 12.54693298 18.99324488],0.1,,18.993244881623028,[ 4.52196915  5.04793286  4.97495646 12.54693298 18.99324488],[0 1 1 0 0]
5976,1,0,0.0,0.007190430477154397,5.0384509563446045,[ 4.52196915  5.04793286  4.97495646 12.54693298 18.99324488],0.1,,18.993244881623028,[ 4.52196915  5.04793286  4.97495646 12.54693298 18.99324488],[0 1 1 0 0]
5977,2,1,1.0,0.009481577699521538,5.0384979248046875,[ 4.52196915  5.04793286  4.98443804 12.54693298 18.99324488],0.1,,18.993244881623028,[ 4.52196915  5.04793286  4.98443804 12.54693298 18.99324488],[0 1 1 0 0]
5978,0,0,0.0,0.04521969150060352,5.038561105728149,[ 4.47674946  5.04793286  4.98443804 12.54693298 18.99324488],0.1,,18.993244881623028,[ 4.47674946  5.04793286  4.98443804 12.54693298 18.99324488],[0 1 1 0 0]
5979,0,0,0.0,0.00663901135164462,5.038608074188232,[ 4.48338847  5.04793286  4.98443804 12.54693298 18.99324488],0.1,,18.993244881623028,[ 4.48338847  5.04793286  4.98443804 12.54693298 18.99324488],[0 1 1 0 0]
5980,1,1,1.0,0.0012883234942184353,5.038653135299683,[ 4.48338847  5.04664453  4.98443804 12.54693298 18.99324488],0.1,,18.993244881623028,[ 4.48338847  5.04664453  4.98443804 12.54693298 18.99324488],[0 1 1 0 0]
5981,0,0,0.0,0.04483388469911392,5.03870415687561,[ 4.43855459  5.04664453  4.98443804 12.54693298 18.99324488],0.1,,18.993244881623028,[ 4.43855459  5.04664453  4.98443804 12.54693298 18.99324488],[0 1 1 0 0]
5982,0,0,0.0,0.010342549571911875,5.038749933242798,[ 4.44889713  5.04664453  4.98443804 12.54693298 18.99324488],0.1,,18.993244881623028,[ 4.44889713  5.04664453  4.98443804 12.54693298 18.99324488],[0 1 1 0 0]
5983,1,1,1.0,0.004263711306244655,5.038794040679932,[ 4.44889713  5.04238082  4.98443804 12.54693298 18.99324488],0.1,,18.993244881623028,[ 4.44889713  5.04238082  4.98443804 12.54693298 18.99324488],[0 1 1 0 0]
5984,0,0,0.0,0.008924560597158583,5.038840055465698,[ 4.4578217   5.04238082  4.98443804 12.54693298 18.99324488],0.1,,18.993244881623028,[ 4.4578217   5.04238082  4.98443804 12.54693298 18.99324488],[0 1 1 0 0]
5985,1,1,1.0,0.003034129721875978,5.0388898849487305,[ 4.4578217   5.03934669  4.98443804 12.54693298 18.99324488],0.1,,18.993244881623028,[ 4.4578217   5.03934669  4.98443804 12.54693298 18.99324488],[0 1 1 0 0]
5986,0,0,0.0,0.00775903286247388,5.038936138153076,[ 4.46558073  5.03934669  4.98443804 12.54693298 18.99324488],0.1,,18.993244881623028,[ 4.46558073  5.03934669  4.98443804 12.54693298 18.99324488],[0 1 1 0 0]
5987,1,1,1.0,0.0020324037920656404,5.038980007171631,[ 4.46558073  5.03731429  4.98443804 12.54693298 18.99324488],0.1,,18.993244881623028,[ 4.46558073  5.03731429  4.98443804 12.54693298 18.99324488],[0 1 1 0 0]
5988,0,0,0.0,0.0068002132349406,5.039031028747559,[ 4.47238094  5.03731429  4.98443804 12.54693298 18.99324488],0.1,,18.993244881623028,[ 4.47238094  5.03731429  4.98443804 12.54693298 18.99324488],[0 1 1 0 0]
5989,1,1,1.0,0.0012171442217144169,5.039077043533325,[ 4.47238094  5.03609715  4.98443804 12.54693298 18.99324488],0.1,,18.993244881623028,[ 4.47238094  5.03609715  4.98443804 12.54693298 18.99324488],[0 1 1 0 0]
5990,0,0,0.0,0.006010648931492302,5.039122819900513,[ 4.47839159  5.03609715  4.98443804 12.54693298 18.99324488],0.1,,18.993244881623028,[ 4.47839159  5.03609715  4.98443804 12.54693298 18.99324488],[0 1 1 0 0]
5991,1,1,1.0,0.0005544713957087666,5.039167881011963,[ 4.47839159  5.03554267  4.98443804 12.54693298 18.99324488],0.1,,18.993244881623028,[ 4.47839159  5.03554267  4.98443804 12.54693298 18.99324488],[0 1 1 0 0]
5992,0,1,0.0,0.005377258649360473,5.039232015609741,[ 4.47839159  5.03554267  4.98443804 12.54693298 18.99324488],0.1,,18.993244881623028,[ 4.47839159  5.03554267  4.98443804 12.54693298 18.99324488],[0 1 1 0 0]
5993,0,0,0.0,0.005359681612729261,5.039278984069824,[ 4.48375127  5.03554267  4.98443804 12.54693298 18.99324488],0.1,,18.993244881623028,[ 4.48375127  5.03554267  4.98443804 12.54693298 18.99324488],[0 1 1 0 0]
5994,1,1,1.0,1.665291099222088e-05,5.039346933364868,[ 4.48375127  5.03552602  4.98443804 12.54693298 18.99324488],0.1,,18.993244881623028,[ 4.48375127  5.03552602  4.98443804 12.54693298 18.99324488],[0 1 1 0 0]
5995,0,0,0.0,0.004822214689467064,5.039395093917847,[ 4.48857349  5.03552602  4.98443804 12.54693298 18.99324488],0.1,,18.993244881623028,[ 4.48857349  5.03552602  4.98443804 12.54693298 18.99324488],[0 1 1 0 0]
5996,1,1,1.0,0.0004190117021590112,5.039446115493774,[ 4.48857349  5.03594503  4.98443804 12.54693298 18.99324488],0.1,,18.993244881623028,[ 4.48857349  5.03594503  4.98443804 12.54693298 18.99324488],[0 1 1 0 0]
5997,0,0,0.0,0.004377704273714667,5.039492130279541,[ 4.49295119  5.03594503  4.98443804 12.54693298 18.99324488],0.1,,18.993244881623028,[ 4.49295119  5.03594503  4.98443804 12.54693298 18.99324488],[0 1 1 0 0]
5998,1,1,1.0,0.0007711039165774203,5.039537191390991,[ 4.49295119  5.03671614  4.98443804 12.54693298 18.99324488],0.1,,18.993244881623028,[ 4.49295119  5.03671614  4.98443804 12.54693298 18.99324488],[0 1 1 0 0]
5999,2,1,1.0,0.005921803612892873,5.039638996124268,[ 4.49295119  5.03671614  4.99035984 12.54693298 18.99324488],0.1,,18.993244881623028,[ 4.49295119  5.03671614  4.99035984 12.54693298 18.99324488],[0 1 1 0 0]
6000,0,0,0.0,0.004009333198835119,5.039690017700195,[ 4.49696052  5.03671614  4.99035984 12.54693298 18.99324488],0.1,,18.993244881623028,[ 4.49696052  5.03671614  4.99035984 12.54693298 18.99324488],[0 1 1 0 0]
6001,1,1,1.0,0.0010548335128148345,5.039761066436768,[ 4.49696052  5.03777097  4.99035984 12.54693298 18.99324488],0.1,,18.993244881623028,[ 4.49696052  5.03777097  4.99035984 12.54693298 18.99324488],[0 1 1 0 0]
6002,0,0,0.0,0.0037033348951050374,5.039811134338379,[ 4.50066386  5.03777097  4.99035984 12.54693298 18.99324488],0.1,,18.993244881623028,[ 4.50066386  5.03777097  4.99035984 12.54693298 18.99324488],[0 1 1 0 0]
6003,1,1,1.0,0.001282650302092847,5.0398571491241455,[ 4.50066386  5.03905362  4.99035984 12.54693298 18.99324488],0.1,,18.993244881623028,[ 4.50066386  5.03905362  4.99035984 12.54693298 18.99324488],[0 1 1 0 0]
6004,0,0,0.0,0.003448439932782854,5.039902925491333,[ 4.5041123   5.03905362  4.99035984 12.54693298 18.99324488],0.1,,18.993244881623028,[ 4.5041123   5.03905362  4.99035984 12.54693298 18.99324488],[0 1 1 0 0]
6005,1,1,1.0,0.0014647448658339892,5.0399489402771,[ 4.5041123   5.04051837  4.99035984 12.54693298 18.99324488],0.1,,18.993244881623028,[ 4.5041123   5.04051837  4.99035984 12.54693298 18.99324488],[0 1 1 0 0]
6006,0,0,0.0,0.045041122990128905,5.03999400138855,[ 4.45907118  5.04051837  4.99035984 12.54693298 18.99324488],0.1,,18.993244881623028,[ 4.45907118  5.04051837  4.99035984 12.54693298 18.99324488],[0 1 1 0 0]
6007,0,0,0.0,0.007739535276442489,5.040045976638794,[ 4.46681071  5.04051837  4.99035984 12.54693298 18.99324488],0.1,,18.993244881623028,[ 4.46681071  5.04051837  4.99035984 12.54693298 18.99324488],[0 1 1 0 0]
6008,1,1,1.0,0.002038872514981183,5.040091037750244,[ 4.46681071  5.03847949  4.99035984 12.54693298 18.99324488],0.1,,18.993244881623028,[ 4.46681071  5.03847949  4.99035984 12.54693298 18.99324488],[0 1 1 0 0]
6009,0,0,0.0,0.006782083222449931,5.040313005447388,[ 4.47359279  5.03847949  4.99035984 12.54693298 18.99324488],0.1,,18.993244881623028,[ 4.47359279  5.03847949  4.99035984 12.54693298 18.99324488],[0 1 1 0 0]
6010,1,1,1.0,0.001224597773462577,5.040420055389404,[ 4.47359279  5.0372549   4.99035984 12.54693298 18.99324488],0.1,,18.993244881623028,[ 4.47359279  5.0372549   4.99035984 12.54693298 18.99324488],[0 1 1 0 0]
6011,0,0,0.0,0.00599366110059334,5.040514945983887,[ 4.47958646  5.0372549   4.99035984 12.54693298 18.99324488],0.1,,18.993244881623028,[ 4.47958646  5.0372549   4.99035984 12.54693298 18.99324488],[0 1 1 0 0]
6012,1,1,1.0,0.0005627084970630137,5.040597915649414,[ 4.47958646  5.03669219  4.99035984 12.54693298 18.99324488],0.1,,18.993244881623028,[ 4.47958646  5.03669219  4.99035984 12.54693298 18.99324488],[0 1 1 0 0]
6013,0,0,0.0,0.005343651225798319,5.040677070617676,[ 4.48493011  5.03669219  4.99035984 12.54693298 18.99324488],0.1,,18.993244881623028,[ 4.48493011  5.03669219  4.99035984 12.54693298 18.99324488],[0 1 1 0 0]
6014,1,1,1.0,2.5509037034776585e-05,5.040764093399048,[ 4.48493011  5.03666668  4.99035984 12.54693298 18.99324488],0.1,,18.993244881623028,[ 4.48493011  5.03666668  4.99035984 12.54693298 18.99324488],[0 1 1 0 0]
6015,0,0,0.0,0.0048069902898853385,5.040843963623047,[ 4.4897371   5.03666668  4.99035984 12.54693298 18.99324488],0.1,,18.993244881623028,[ 4.4897371   5.03666668  4.99035984 12.54693298 18.99324488],[0 1 1 0 0]
6016,1,1,1.0,0.0004096709927583042,5.040940046310425,[ 4.4897371   5.03707635  4.99035984 12.54693298 18.99324488],0.1,,18.993244881623028,[ 4.4897371   5.03707635  4.99035984 12.54693298 18.99324488],[0 1 1 0 0]
6017,0,0,0.0,0.0043631616502451285,5.041002035140991,[ 4.49410026  5.03707635  4.99035984 12.54693298 18.99324488],0.1,,18.993244881623028,[ 4.49410026  5.03707635  4.99035984 12.54693298 18.99324488],[0 1 1 0 0]
6018,1,1,1.0,0.0007613884420044848,5.041071176528931,[ 4.49410026  5.03783774  4.99035984 12.54693298 18.99324488],0.1,,18.993244881623028,[ 4.49410026  5.03783774  4.99035984 12.54693298 18.99324488],[0 1 1 0 0]
6019,0,1,0.0,0.0062533129384371835,5.041156053543091,[ 4.49410026  5.03783774  4.99035984 12.54693298 18.99324488],0.1,,18.993244881623028,[ 4.49410026  5.03783774  4.99035984 12.54693298 18.99324488],[0 1 1 0 0]
6020,0,0,0.0,0.044941002587881765,5.041224956512451,[ 4.44915926  5.03783774  4.99035984 12.54693298 18.99324488],0.1,,18.993244881623028,[ 4.44915926  5.03783774  4.99035984 12.54693298 18.99324488],[0 1 1 0 0]
6021,0,0,0.0,0.008489470703789248,5.041293144226074,[ 4.45764873  5.03783774  4.99035984 12.54693298 18.99324488],0.1,,18.993244881623028,[ 4.45764873  5.03783774  4.99035984 12.54693298 18.99324488],[0 1 1 0 0]
6022,1,1,1.0,0.002595388271764243,5.041418075561523,[ 4.45764873  5.03524235  4.99035984 12.54693298 18.99324488],0.1,,18.993244881623028,[ 4.45764873  5.03524235  4.99035984 12.54693298 18.99324488],[0 1 1 0 0]
6023,0,0,0.0,0.007406938688951481,5.041490077972412,[ 4.46505567  5.03524235  4.99035984 12.54693298 18.99324488],0.1,,18.993244881623028,[ 4.46505567  5.03524235  4.99035984 12.54693298 18.99324488],[0 1 1 0 0]
6024,1,1,1.0,0.0016692249625821277,5.041553020477295,[ 4.46505567  5.03357312  4.99035984 12.54693298 18.99324488],0.1,,18.993244881623028,[ 4.46505567  5.03357312  4.99035984 12.54693298 18.99324488],[0 1 1 0 0]
6025,0,0,0.0,0.006516014573423857,5.041615009307861,[ 4.47157168  5.03357312  4.99035984 12.54693298 18.99324488],0.1,,18.993244881623028,[ 4.47157168  5.03357312  4.99035984 12.54693298 18.99324488],[0 1 1 0 0]
6026,1,1,1.0,0.0009158611547157137,5.041676044464111,[ 4.47157168  5.03265726  4.99035984 12.54693298 18.99324488],0.1,,18.993244881623028,[ 4.47157168  5.03265726  4.99035984 12.54693298 18.99324488],[0 1 1 0 0]
6027,0,0,0.0,0.005781985612157037,5.041738033294678,[ 4.47735367  5.03265726  4.99035984 12.54693298 18.99324488],0.1,,18.993244881623028,[ 4.47735367  5.03265726  4.99035984 12.54693298 18.99324488],[0 1 1 0 0]
6028,1,1,1.0,0.0003038963341500001,5.041799068450928,[ 4.47735367  5.03235337  4.99035984 12.54693298 18.99324488],0.1,,18.993244881623028,[ 4.47735367  5.03235337  4.99035984 12.54693298 18.99324488],[0 1 1 0 0]
6029,0,0,0.0,0.005176436380867866,5.041861057281494,[ 4.4825301   5.03235337  4.99035984 12.54693298 18.99324488],0.1,,18.993244881623028,[ 4.4825301   5.03235337  4.99035984 12.54693298 18.99324488],[0 1 1 0 0]
6030,1,1,1.0,0.00019237257354305372,5.041922092437744,[ 4.4825301   5.03254574  4.99035984 12.54693298 18.99324488],0.1,,18.993244881623028,[ 4.4825301   5.03254574  4.99035984 12.54693298 18.99324488],[0 1 1 0 0]
6031,0,0,0.0,0.004676106274399939,5.041982889175415,[ 4.48720621  5.03254574  4.99035984 12.54693298 18.99324488],0.1,,18.993244881623028,[ 4.48720621  5.03254574  4.99035984 12.54693298 18.99324488],[0 1 1 0 0]
6032,1,1,1.0,0.0005939848808847793,5.042043209075928,[ 4.48720621  5.03313972  4.99035984 12.54693298 18.99324488],0.1,,18.993244881623028,[ 4.48720621  5.03313972  4.99035984 12.54693298 18.99324488],[0 1 1 0 0]
6033,0,0,0.0,0.004261954286239611,5.042109966278076,[ 4.49146816  5.03313972  4.99035984 12.54693298 18.99324488],0.1,,18.993244881623028,[ 4.49146816  5.03313972  4.99035984 12.54693298 18.99324488],[0 1 1 0 0]
6034,1,1,1.0,0.0009181622785578548,5.04217004776001,[ 4.49146816  5.03405789  4.99035984 12.54693298 18.99324488],0.1,,18.993244881623028,[ 4.49146816  5.03405789  4.99035984 12.54693298 18.99324488],[0 1 1 0 0]
6035,0,0,0.0,0.00391839346268581,5.042258262634277,[ 4.49538656  5.03405789  4.99035984 12.54693298 18.99324488],0.1,,18.993244881623028,[ 4.49538656  5.03405789  4.99035984 12.54693298 18.99324488],[0 1 1 0 0]
6036,1,1,1.0,0.0011790014623437985,5.04232120513916,[ 4.49538656  5.03523689  4.99035984 12.54693298 18.99324488],0.1,,18.993244881623028,[ 4.49538656  5.03523689  4.99035984 12.54693298 18.99324488],[0 1 1 0 0]
6037,0,1,0.0,0.005743748410110605,5.042401075363159,[ 4.49538656  5.03523689  4.99035984 12.54693298 18.99324488],0.1,,18.993244881623028,[ 4.49538656  5.03523689  4.99035984 12.54693298 18.99324488],[0 1 1 0 0]
6038,0,0,0.0,0.0449538655618281,5.042463064193726,[ 4.45043269  5.03523689  4.99035984 12.54693298 18.99324488],0.1,,18.993244881623028,[ 4.45043269  5.03523689  4.99035984 12.54693298 18.99324488],[0 1 1 0 0]
6039,0,0,0.0,0.00812805080421093,5.042526006698608,[ 4.45856074  5.03523689  4.99035984 12.54693298 18.99324488],0.1,,18.993244881623028,[ 4.45856074  5.03523689  4.99035984 12.54693298 18.99324488],[0 1 1 0 0]
6040,1,1,1.0,0.002253222012076073,5.042587041854858,[ 4.45856074  5.03298367  4.99035984 12.54693298 18.99324488],0.1,,18.993244881623028,[ 4.45856074  5.03298367  4.99035984 12.54693298 18.99324488],[0 1 1 0 0]
6041,0,0,0.0,0.007112455742703006,5.042649030685425,[ 4.4656732   5.03298367  4.99035984 12.54693298 18.99324488],0.1,,18.993244881623028,[ 4.4656732   5.03298367  4.99035984 12.54693298 18.99324488],[0 1 1 0 0]
6042,1,1,1.0,0.001387778794025163,5.042708873748779,[ 4.4656732   5.03159589  4.99035984 12.54693298 18.99324488],0.1,,18.993244881623028,[ 4.4656732   5.03159589  4.99035984 12.54693298 18.99324488],[0 1 1 0 0]
6043,0,1,0.0,0.0024951712577573563,5.042788028717041,[ 4.4656732   5.03159589  4.99035984 12.54693298 18.99324488],0.1,,18.993244881623028,[ 4.4656732   5.03159589  4.99035984 12.54693298 18.99324488],[0 1 1 0 0]
6044,0,0,0.0,0.006276310076970404,5.042850971221924,[ 4.47194951  5.03159589  4.99035984 12.54693298 18.99324488],0.1,,18.993244881623028,[ 4.47194951  5.03159589  4.99035984 12.54693298 18.99324488],[0 1 1 0 0]
6045,1,1,1.0,0.0006841330076953867,5.042912006378174,[ 4.47194951  5.03091175  4.99035984 12.54693298 18.99324488],0.1,,18.993244881623028,[ 4.47194951  5.03091175  4.99035984 12.54693298 18.99324488],[0 1 1 0 0]
6046,0,0,0.0,0.044719495072448635,5.042978048324585,[ 4.42723001  5.03091175  4.99035984 12.54693298 18.99324488],0.1,,18.993244881623028,[ 4.42723001  5.03091175  4.99035984 12.54693298 18.99324488],[0 1 1 0 0]
6047,0,0,0.0,0.010059056605825756,5.0430450439453125,[ 4.43728907  5.03091175  4.99035984 12.54693298 18.99324488],0.1,,18.993244881623028,[ 4.43728907  5.03091175  4.99035984 12.54693298 18.99324488],[0 1 1 0 0]
6048,1,1,1.0,0.0037351591689218644,5.0431060791015625,[ 4.43728907  5.02717659  4.99035984 12.54693298 18.99324488],0.1,,18.993244881623028,[ 4.43728907  5.02717659  4.99035984 12.54693298 18.99324488],[0 1 1 0 0]
6049,0,0,0.0,0.008716986620040236,5.043179035186768,[ 4.44600606  5.02717659  4.99035984 12.54693298 18.99324488],0.1,,18.993244881623028,[ 4.44600606  5.02717659  4.99035984 12.54693298 18.99324488],[0 1 1 0 0]
6050,1,1,1.0,0.0025771144562261486,5.043251037597656,[ 4.44600606  5.02459948  4.99035984 12.54693298 18.99324488],0.1,,18.993244881623028,[ 4.44600606  5.02459948  4.99035984 12.54693298 18.99324488],[0 1 1 0 0]
6051,0,0,0.0,0.04446006055398284,5.043323040008545,[ 4.40154599  5.02459948  4.99035984 12.54693298 18.99324488],0.1,,18.993244881623028,[ 4.40154599  5.02459948  4.99035984 12.54693298 18.99324488],[0 1 1 0 0]
6052,0,0,0.0,0.012059353712374144,5.043389081954956,[ 4.41360535  5.02459948  4.99035984 12.54693298 18.99324488],0.1,,18.993244881623028,[ 4.41360535  5.02459948  4.99035984 12.54693298 18.99324488],[0 1 1 0 0]
6053,1,1,1.0,0.005235466626348284,5.043465852737427,[ 4.41360535  5.01936401  4.99035984 12.54693298 18.99324488],0.1,,18.993244881623028,[ 4.41360535  5.01936401  4.99035984 12.54693298 18.99324488],[0 1 1 0 0]
6054,0,0,0.0,0.044136053485566734,5.043543100357056,[ 4.3694693   5.01936401  4.99035984 12.54693298 18.99324488],0.1,,18.993244881623028,[ 4.3694693   5.01936401  4.99035984 12.54693298 18.99324488],[0 1 1 0 0]
6055,0,0,0.0,0.04369469295071107,5.043627977371216,[ 4.3257746   5.01936401  4.99035984 12.54693298 18.99324488],0.1,,18.993244881623028,[ 4.3257746   5.01936401  4.99035984 12.54693298 18.99324488],[0 1 1 0 0]
6056,0,0,0.0,0.019165300988393242,5.0437469482421875,[ 4.3449399   5.01936401  4.99035984 12.54693298 18.99324488],0.1,,18.993244881623028,[ 4.3449399   5.01936401  4.99035984 12.54693298 18.99324488],[0 1 1 0 0]
6057,1,1,1.0,0.010891810054023222,5.043856143951416,[ 4.3449399   5.0084722   4.99035984 12.54693298 18.99324488],0.1,,18.993244881623028,[ 4.3449399   5.0084722   4.99035984 12.54693298 18.99324488],[0 1 1 0 0]
6058,0,0,0.0,0.016268507984691816,5.043933153152466,[ 4.36120841  5.0084722   4.99035984 12.54693298 18.99324488],0.1,,18.993244881623028,[ 4.36120841  5.0084722   4.99035984 12.54693298 18.99324488],[0 1 1 0 0]
6059,1,1,1.0,0.008338463329998635,5.04400897026062,[ 4.36120841  5.00013374  4.99035984 12.54693298 18.99324488],0.1,,18.993244881623028,[ 4.36120841  5.00013374  4.99035984 12.54693298 18.99324488],[0 1 1 0 0]
6060,0,0,0.0,0.013891195486522801,5.044075965881348,[ 4.37509961  5.00013374  4.99035984 12.54693298 18.99324488],0.1,,18.993244881623028,[ 4.37509961  5.00013374  4.99035984 12.54693298 18.99324488],[0 1 1 0 0]
6061,1,1,1.0,0.006254409403211714,5.044140100479126,[ 4.37509961  4.99387933  4.99035984 12.54693298 18.99324488],0.1,,18.993244881623028,[ 4.37509961  4.99387933  4.99035984 12.54693298 18.99324488],[0 1 1 0 0]
6062,0,0,0.0,0.011939179091581398,5.044203996658325,[ 4.38703879  4.99387933  4.99035984 12.54693298 18.99324488],0.1,,18.993244881623028,[ 4.38703879  4.99387933  4.99035984 12.54693298 18.99324488],[0 1 1 0 0]
6063,1,1,1.0,0.004554442344648191,5.044265985488892,[ 4.38703879  4.98932489  4.99035984 12.54693298 18.99324488],0.1,,18.993244881623028,[ 4.38703879  4.98932489  4.99035984 12.54693298 18.99324488],[0 1 1 0 0]
6064,0,0,0.0,0.010335361371404962,5.044328212738037,[ 4.39737415  4.98932489  4.99035984 12.54693298 18.99324488],0.1,,18.993244881623028,[ 4.39737415  4.98932489  4.99035984 12.54693298 18.99324488],[0 1 1 0 0]
6065,1,1,1.0,0.003168815586756857,5.044389009475708,[ 4.39737415  4.98615607  4.99035984 12.54693298 18.99324488],0.1,,18.993244881623028,[ 4.39737415  4.98615607  4.99035984 12.54693298 18.99324488],[0 1 1 0 0]
6066,0,0,0.0,0.0439737414704299,5.044450044631958,[ 4.35340041  4.98615607  4.99035984 12.54693298 18.99324488],0.1,,18.993244881623028,[ 4.35340041  4.98615607  4.99035984 12.54693298 18.99324488],[0 1 1 0 0]
6067,0,0,0.0,0.013414005978499333,5.044512033462524,[ 4.36681441  4.98615607  4.99035984 12.54693298 18.99324488],0.1,,18.993244881623028,[ 4.36681441  4.98615607  4.99035984 12.54693298 18.99324488],[0 1 1 0 0]
6068,1,1,1.0,0.005602310222354934,5.044579029083252,[ 4.36681441  4.98055376  4.99035984 12.54693298 18.99324488],0.1,,18.993244881623028,[ 4.36681441  4.98055376  4.99035984 12.54693298 18.99324488],[0 1 1 0 0]
6069,0,0,0.0,0.011568397460637404,5.044641971588135,[ 4.37838281  4.98055376  4.99035984 12.54693298 18.99324488],0.1,,18.993244881623028,[ 4.37838281  4.98055376  4.99035984 12.54693298 18.99324488],[0 1 1 0 0]
6070,1,1,1.0,0.004000923428662162,5.044703960418701,[ 4.37838281  4.97655284  4.99035984 12.54693298 18.99324488],0.1,,18.993244881623028,[ 4.37838281  4.97655284  4.99035984 12.54693298 18.99324488],[0 1 1 0 0]
6071,0,0,0.0,0.010051474605994138,5.044765949249268,[ 4.38843428  4.97655284  4.99035984 12.54693298 18.99324488],0.1,,18.993244881623028,[ 4.38843428  4.97655284  4.99035984 12.54693298 18.99324488],[0 1 1 0 0]
6072,1,1,1.0,0.0026961983712564756,5.044835090637207,[ 4.38843428  4.97385664  4.99035984 12.54693298 18.99324488],0.1,,18.993244881623028,[ 4.38843428  4.97385664  4.99035984 12.54693298 18.99324488],[0 1 1 0 0]
6073,0,0,0.0,0.008803669291981554,5.0449042320251465,[ 4.39723795  4.97385664  4.99035984 12.54693298 18.99324488],0.1,,18.993244881623028,[ 4.39723795  4.97385664  4.99035984 12.54693298 18.99324488],[0 1 1 0 0]
6074,1,1,1.0,0.0016342482978524587,5.044966220855713,[ 4.39723795  4.97222239  4.99035984 12.54693298 18.99324488],0.1,,18.993244881623028,[ 4.39723795  4.97222239  4.99035984 12.54693298 18.99324488],[0 1 1 0 0]
6075,0,0,0.0,0.007776220015976687,5.045029163360596,[ 4.40501417  4.97222239  4.99035984 12.54693298 18.99324488],0.1,,18.993244881623028,[ 4.40501417  4.97222239  4.99035984 12.54693298 18.99324488],[0 1 1 0 0]
6076,1,1,1.0,0.0007709636666293207,5.045089960098267,[ 4.40501417  4.97145143  4.99035984 12.54693298 18.99324488],0.1,,18.993244881623028,[ 4.40501417  4.97145143  4.99035984 12.54693298 18.99324488],[0 1 1 0 0]
6077,0,0,0.0,0.006929211284382397,5.045152902603149,[ 4.41194338  4.97145143  4.99035984 12.54693298 18.99324488],0.1,,18.993244881623028,[ 4.41194338  4.97145143  4.99035984 12.54693298 18.99324488],[0 1 1 0 0]
6078,1,1,1.0,7.023828437189295e-05,5.045224189758301,[ 4.41194338  4.97138119  4.99035984 12.54693298 18.99324488],0.1,,18.993244881623028,[ 4.41194338  4.97138119  4.99035984 12.54693298 18.99324488],[0 1 1 0 0]
6079,0,0,0.0,0.006229968710350687,5.045305013656616,[ 4.41817335  4.97138119  4.99035984 12.54693298 18.99324488],0.1,,18.993244881623028,[ 4.41817335  4.97138119  4.99035984 12.54693298 18.99324488],[0 1 1 0 0]
6080,1,1,1.0,0.0004974827279967897,5.0453941822052,[ 4.41817335  4.97187867  4.99035984 12.54693298 18.99324488],0.1,,18.993244881623028,[ 4.41817335  4.97187867  4.99035984 12.54693298 18.99324488],[0 1 1 0 0]
6081,0,1,0.0,0.0020293318502945914,5.0455238819122314,[ 4.41817335  4.97187867  4.99035984 12.54693298 18.99324488],0.1,,18.993244881623028,[ 4.41817335  4.97187867  4.99035984 12.54693298 18.99324488],[0 1 1 0 0]
6082,0,0,0.0,0.005651745284835297,5.045618057250977,[ 4.4238251   4.97187867  4.99035984 12.54693298 18.99324488],0.1,,18.993244881623028,[ 4.4238251   4.97187867  4.99035984 12.54693298 18.99324488],[0 1 1 0 0]
6083,1,1,1.0,0.0009563915308322458,5.0457000732421875,[ 4.4238251   4.97283506  4.99035984 12.54693298 18.99324488],0.1,,18.993244881623028,[ 4.4238251   4.97283506  4.99035984 12.54693298 18.99324488],[0 1 1 0 0]
6084,0,0,0.0,0.005172645994126768,5.045804023742676,[ 4.42899774  4.97283506  4.99035984 12.54693298 18.99324488],0.1,,18.993244881623028,[ 4.42899774  4.97283506  4.99035984 12.54693298 18.99324488],[0 1 1 0 0]
6085,1,1,1.0,0.0013262905172204853,5.045886993408203,[ 4.42899774  4.97416136  4.99035984 12.54693298 18.99324488],0.1,,18.993244881623028,[ 4.42899774  4.97416136  4.99035984 12.54693298 18.99324488],[0 1 1 0 0]
6086,0,0,0.0,0.0047747475412639245,5.045974016189575,[ 4.43377249  4.97416136  4.99035984 12.54693298 18.99324488],0.1,,18.993244881623028,[ 4.43377249  4.97416136  4.99035984 12.54693298 18.99324488],[0 1 1 0 0]
6087,1,1,1.0,0.0016233887442121287,5.046061038970947,[ 4.43377249  4.97578474  4.99035984 12.54693298 18.99324488],0.1,,18.993244881623028,[ 4.43377249  4.97578474  4.99035984 12.54693298 18.99324488],[0 1 1 0 0]
