,State,Action,Max V,Error,Time,Value,Policy
0,,,4.0,4.0,4.076957702636719e-05,[0. 1. 1. 1. 4.],[0 1 1 1 0]
1,,,5.44,1.4400000000000004,9.179115295410156e-05,[0.36 1.   1.   1.44 5.44],[0 1 1 0 0]
2,,,5.9728,0.5184000000000002,0.00013780593872070312,[0.3744 1.144  1.144  1.9728 5.9728],[0 1 1 0 0]
3,,,6.165184,0.18662400000000012,0.0001819133758544922,[0.426816 1.14976  1.14976  2.165184 6.165184],[0 1 1 0 0]
4,,,6.23653888,0.06718464000000024,0.00022482872009277344,[0.43098624 1.1707264  1.1707264  2.23653888 6.23653888],[0 1 1 0 0]
5,,,6.262393446400001,0.024186470400000326,0.00026798248291015625,[0.43870095 1.1723945  1.1723945  2.26239345 6.26239345],[0 1 1 0 0]
