,State,Action,Max V,Error,Time,Value,Policy
0,,,4.0,4.0,5.412101745605469e-05,[0. 1. 1. 1. 4.],[0 1 1 1 0]
1,,,5.08,1.08,0.00011086463928222656,[0.27 1.   1.   1.08 5.08],[0 1 1 0 0]
2,,,5.3797,0.29159999999999986,0.00015807151794433594,[0.2781 1.081  1.081  1.3797 5.3797],[0 1 1 0 0]
3,,,5.460862,0.07873200000000002,0.00020194053649902344,[0.300213 1.08343  1.08343  1.460862 5.460862],[0 1 1 0 0]
